
#    t     dt   F+(4He)   F+(12C)   F+(16O)   F+(20Ne)   F+(24Mg)   F+(28Si)   F+(32S)   F+(36Ar)   F+(40Ca)   F+(44Ti)   F+(48Cr)   F+(52Fe)   F+(56Ni)   F+(60Zn)   F+(64Ge)   F+(68Se)   F-(4He)   F-(12C)   F-(16O)   F-(20Ne)   F-(24Mg)   F-(28Si)   F-(32S)   F-(36Ar)   F-(40Ca)   F-(44Ti)   F-(48Cr)   F-(52Fe)   F-(56Ni)   F-(60Zn)   F-(64Ge)   F-(68Se)   dF(4He)   dF(12C)   dF(16O)   dF(20Ne)   dF(24Mg)   dF(28Si)   dF(32S)   dF(36Ar)   dF(40Ca)   dF(44Ti)   dF(48Cr)   dF(52Fe)   dF(56Ni)   dF(60Zn)   dF(64Ge)   dF(68Se)   
-14.972 -15.972 7.937e+00 3.440e+00 1.019e+00 7.928e+00 6.274e+00 3.779e+00 -8.525e+00 -2.189e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 5.773e-01 8.234e+00 6.277e+00 9.811e-01 -3.665e+00 -7.316e+00 -1.742e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 7.937e+00 8.233e+00 6.277e+00 7.928e+00 6.274e+00 3.779e+00 -8.525e+00 -2.189e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01
-14.889 -15.889 7.937e+00 3.440e+00 1.102e+00 7.928e+00 6.274e+00 3.779e+00 -8.360e+00 -2.156e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 6.601e-01 8.234e+00 6.277e+00 1.064e+00 -3.582e+00 -7.228e+00 -1.717e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 7.937e+00 8.233e+00 6.277e+00 7.928e+00 6.274e+00 3.779e+00 -8.360e+00 -2.156e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01
-14.807 -15.807 7.937e+00 3.440e+00 1.185e+00 7.928e+00 6.274e+00 3.779e+00 -8.194e+00 -2.123e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 7.429e-01 8.234e+00 6.277e+00 1.147e+00 -3.498e+00 -7.139e+00 -1.692e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 7.937e+00 8.233e+00 6.277e+00 7.928e+00 6.274e+00 3.779e+00 -8.194e+00 -2.123e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01
-14.724 -15.724 7.937e+00 3.440e+00 1.267e+00 7.928e+00 6.274e+00 3.779e+00 -8.029e+00 -2.090e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 8.257e-01 8.234e+00 6.277e+00 1.229e+00 -3.414e+00 -7.048e+00 -1.667e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 7.937e+00 8.233e+00 6.277e+00 7.928e+00 6.274e+00 3.779e+00 -8.029e+00 -2.090e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01
-14.641 -15.641 7.937e+00 3.440e+00 1.350e+00 7.928e+00 6.274e+00 3.779e+00 -7.863e+00 -2.057e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 9.085e-01 8.234e+00 6.277e+00 1.312e+00 -3.330e+00 -6.956e+00 -1.642e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 7.937e+00 8.233e+00 6.277e+00 7.928e+00 6.274e+00 3.779e+00 -7.863e+00 -2.057e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01
-14.558 -15.558 7.937e+00 3.440e+00 1.433e+00 7.928e+00 6.274e+00 3.779e+00 -7.698e+00 -2.024e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 9.913e-01 8.234e+00 6.277e+00 1.395e+00 -3.245e+00 -6.862e+00 -1.618e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 7.937e+00 8.233e+00 6.277e+00 7.928e+00 6.274e+00 3.779e+00 -7.698e+00 -2.024e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01
-14.434 -15.434 7.937e+00 3.440e+00 1.557e+00 7.928e+00 6.274e+00 3.779e+00 -7.449e+00 -1.974e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 1.116e+00 8.233e+00 6.277e+00 1.519e+00 -3.117e+00 -6.717e+00 -1.580e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 7.937e+00 8.233e+00 6.277e+00 7.928e+00 6.274e+00 3.779e+00 -7.449e+00 -1.974e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01
-14.351 -15.351 7.937e+00 3.440e+00 1.640e+00 7.928e+00 6.274e+00 3.779e+00 -7.284e+00 -1.941e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 1.198e+00 8.233e+00 6.277e+00 1.602e+00 -3.032e+00 -6.618e+00 -1.555e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 7.937e+00 8.233e+00 6.277e+00 7.928e+00 6.274e+00 3.779e+00 -7.284e+00 -1.941e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01
-14.269 -15.269 7.937e+00 3.440e+00 1.723e+00 7.928e+00 6.274e+00 3.779e+00 -7.118e+00 -1.908e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 1.281e+00 8.233e+00 6.277e+00 1.685e+00 -2.945e+00 -6.516e+00 -1.531e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 7.937e+00 8.233e+00 6.277e+00 7.928e+00 6.274e+00 3.779e+00 -7.118e+00 -1.908e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01
-14.186 -15.186 7.937e+00 3.440e+00 1.806e+00 7.928e+00 6.274e+00 3.779e+00 -6.953e+00 -1.875e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 1.364e+00 8.233e+00 6.277e+00 1.768e+00 -2.858e+00 -6.411e+00 -1.506e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 7.937e+00 8.233e+00 6.277e+00 7.928e+00 6.274e+00 3.779e+00 -6.953e+00 -1.875e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01
-14.103 -15.103 7.937e+00 3.440e+00 1.888e+00 7.928e+00 6.274e+00 3.779e+00 -6.787e+00 -1.842e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 1.447e+00 8.233e+00 6.277e+00 1.850e+00 -2.770e+00 -6.302e+00 -1.481e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 7.937e+00 8.233e+00 6.277e+00 7.928e+00 6.274e+00 3.779e+00 -6.787e+00 -1.842e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01
-13.979 -14.979 7.937e+00 3.440e+00 2.012e+00 7.928e+00 6.274e+00 3.779e+00 -6.539e+00 -1.792e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 1.571e+00 8.233e+00 6.277e+00 1.975e+00 -2.637e+00 -6.134e+00 -1.444e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 7.937e+00 8.233e+00 6.277e+00 7.928e+00 6.274e+00 3.779e+00 -6.539e+00 -1.792e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01
-13.896 -14.896 7.937e+00 3.440e+00 2.095e+00 7.928e+00 6.274e+00 3.779e+00 -6.373e+00 -1.759e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 1.654e+00 8.233e+00 6.277e+00 2.057e+00 -2.546e+00 -6.016e+00 -1.419e+01 -2.399e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 7.937e+00 8.233e+00 6.277e+00 7.928e+00 6.274e+00 3.779e+00 -6.373e+00 -1.759e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01
-13.813 -14.813 7.937e+00 3.440e+00 2.178e+00 7.928e+00 6.274e+00 3.779e+00 -6.207e+00 -1.726e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 1.737e+00 8.233e+00 6.277e+00 2.140e+00 -2.454e+00 -5.895e+00 -1.394e+01 -2.399e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 7.937e+00 8.233e+00 6.277e+00 7.928e+00 6.274e+00 3.779e+00 -6.207e+00 -1.726e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01
-13.730 -14.730 7.937e+00 3.440e+00 2.261e+00 7.928e+00 6.274e+00 3.779e+00 -6.042e+00 -1.693e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 1.820e+00 8.233e+00 6.277e+00 2.223e+00 -2.360e+00 -5.770e+00 -1.369e+01 -2.396e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 7.937e+00 8.233e+00 6.277e+00 7.928e+00 6.274e+00 3.779e+00 -6.042e+00 -1.693e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01
-13.648 -14.648 7.937e+00 3.440e+00 2.344e+00 7.928e+00 6.274e+00 3.779e+00 -5.876e+00 -1.660e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 1.903e+00 8.233e+00 6.277e+00 2.306e+00 -2.265e+00 -5.641e+00 -1.344e+01 -2.391e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 7.937e+00 8.233e+00 6.277e+00 7.928e+00 6.274e+00 3.779e+00 -5.876e+00 -1.660e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01
-13.565 -14.565 7.937e+00 3.440e+00 2.426e+00 7.928e+00 6.274e+00 3.779e+00 -5.711e+00 -1.627e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 1.986e+00 8.233e+00 6.277e+00 2.389e+00 -2.167e+00 -5.508e+00 -1.319e+01 -2.380e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 7.937e+00 8.233e+00 6.277e+00 7.928e+00 6.274e+00 3.779e+00 -5.711e+00 -1.627e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01
-13.441 -14.441 7.937e+00 3.440e+00 2.551e+00 7.928e+00 6.274e+00 3.779e+00 -5.462e+00 -1.577e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 2.110e+00 8.233e+00 6.277e+00 2.513e+00 -2.015e+00 -5.302e+00 -1.282e+01 -2.347e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 7.937e+00 8.233e+00 6.277e+00 7.928e+00 6.274e+00 3.779e+00 -5.462e+00 -1.577e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01
-13.358 -14.358 7.937e+00 3.440e+00 2.633e+00 7.928e+00 6.274e+00 3.779e+00 -5.297e+00 -1.544e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 2.193e+00 8.233e+00 6.277e+00 2.596e+00 -1.910e+00 -5.160e+00 -1.257e+01 -2.314e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 7.937e+00 8.233e+00 6.277e+00 7.928e+00 6.274e+00 3.779e+00 -5.297e+00 -1.544e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01
-13.275 -14.275 7.937e+00 3.440e+00 2.716e+00 7.927e+00 6.274e+00 3.779e+00 -5.131e+00 -1.511e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 2.276e+00 8.233e+00 6.277e+00 2.679e+00 -1.803e+00 -5.016e+00 -1.233e+01 -2.277e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 7.937e+00 8.233e+00 6.277e+00 7.927e+00 6.274e+00 3.779e+00 -5.131e+00 -1.511e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01
-13.192 -14.192 7.937e+00 3.440e+00 2.799e+00 7.927e+00 6.274e+00 3.779e+00 -4.966e+00 -1.478e+01 -2.399e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 2.359e+00 8.233e+00 6.277e+00 2.762e+00 -1.691e+00 -4.868e+00 -1.208e+01 -2.237e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 7.937e+00 8.233e+00 6.277e+00 7.927e+00 6.274e+00 3.779e+00 -4.966e+00 -1.478e+01 -2.399e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01
-13.110 -14.110 7.937e+00 3.440e+00 2.882e+00 7.927e+00 6.274e+00 3.779e+00 -4.800e+00 -1.445e+01 -2.398e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 2.442e+00 8.233e+00 6.277e+00 2.845e+00 -1.576e+00 -4.718e+00 -1.183e+01 -2.196e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 7.937e+00 8.233e+00 6.277e+00 7.927e+00 6.274e+00 3.779e+00 -4.800e+00 -1.445e+01 -2.398e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01
-13.027 -14.027 7.937e+00 3.440e+00 2.964e+00 7.927e+00 6.274e+00 3.779e+00 -4.635e+00 -1.411e+01 -2.394e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 2.526e+00 8.233e+00 6.277e+00 2.928e+00 -1.457e+00 -4.566e+00 -1.158e+01 -2.155e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 7.937e+00 8.233e+00 6.277e+00 7.927e+00 6.274e+00 3.779e+00 -4.635e+00 -1.411e+01 -2.394e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01
-12.903 -13.903 7.937e+00 3.440e+00 3.088e+00 7.927e+00 6.274e+00 3.779e+00 -4.386e+00 -1.362e+01 -2.374e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 2.651e+00 8.233e+00 6.277e+00 3.052e+00 -1.272e+00 -4.333e+00 -1.121e+01 -2.093e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 7.937e+00 8.233e+00 6.277e+00 7.927e+00 6.274e+00 3.779e+00 -4.386e+00 -1.362e+01 -2.374e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01
