Rate 38 80
8 3 4 5 2 4 5 5 2 4 5 5 2 4 5 2 4 5 5 2 4 2 4 2 4 2 4 2 4 2 4 2 4 2 4 2 4 2 
logT he4+he4+he4->c12 c12->he4+he4+he4 he4+c12->o16 c12+c12->he4+ne20 o16->he4+c12 he4+o16->ne20 c12+o16->he4+mg24 o16+o16->he4+si28 ne20->he4+o16 he4+ne20->mg24 he4+ne20->c12+c12 c12+ne20->he4+si28 mg24->he4+ne20 he4+mg24->si28 he4+mg24->c12+o16 si28->he4+mg24 he4+si28->s32 he4+si28->c12+ne20 he4+si28->o16+o16 s32->he4+si28 he4+s32->ar36 ar36->he4+s32 he4+ar36->ca40 ca40->he4+ar36 he4+ca40->ti44 ti44->he4+ca40 he4+ti44->cr48 cr48->he4+ti44 he4+cr48->fe52 fe52->he4+cr48 he4+fe52->ni56 ni56->he4+fe52 he4+ni56->zn60 zn60->he4+ni56 he4+zn60->ge64 ge64->he4+zn60 he4+ge64->se68 se68->he4+ge64 
1.2232E8 3.557E-21 1.000E-100 1.597E-18 1.768E-47 1.000E-100 6.201E-25 8.957E-63 8.876E-83 1.000E-100 2.582E-29 1.000E-100 1.000E-100 1.000E-100 2.243E-26 1.000E-100 1.000E-100 3.246E-31 1.000E-100 1.000E-100 1.000E-100 3.682E-39 1.000E-100 8.783E-44 1.000E-100 5.882E-61 1.000E-100 1.199E-67 1.000E-100 7.384E-84 1.000E-100 9.813E-91 1.000E-100 4.198E-96 1.000E-100 1.000E-100 1.000E-100 1.000E-100 1.000E-100 
1.3335E8 5.392E-20 1.000E-100 8.706E-18 2.001E-45 1.000E-100 5.686E-24 3.684E-60 1.941E-79 1.000E-100 4.021E-28 1.000E-100 1.000E-100 1.000E-100 2.761E-25 1.000E-100 1.000E-100 1.330E-29 1.000E-100 1.000E-100 1.000E-100 8.496E-37 1.000E-100 3.707E-41 1.000E-100 2.216E-56 1.000E-100 2.131E-62 1.000E-100 2.693E-77 1.000E-100 1.263E-83 1.000E-100 1.431E-88 1.000E-100 1.000E-100 1.000E-100 1.000E-100 1.000E-100 
1.4538E8 6.390E-19 1.000E-100 4.501E-17 1.974E-43 1.000E-100 4.888E-23 1.269E-57 3.405E-76 1.000E-100 2.289E-26 1.000E-100 1.855E-95 1.000E-100 3.358E-24 1.000E-100 1.000E-100 4.632E-28 1.000E-100 1.000E-100 1.000E-100 1.431E-34 1.000E-100 1.102E-38 1.000E-100 4.104E-52 1.000E-100 1.605E-57 1.000E-100 3.549E-71 1.000E-100 5.361E-77 1.000E-100 1.545E-81 1.000E-100 3.414E-93 1.000E-100 3.357E-99 1.000E-100 
1.5849E8 6.041E-18 1.000E-100 2.211E-16 1.705E-41 1.000E-100 3.945E-22 3.677E-55 4.819E-73 1.000E-100 4.253E-24 1.000E-100 2.381E-88 1.000E-100 4.050E-23 1.000E-100 1.000E-100 1.388E-26 1.000E-100 1.000E-100 1.000E-100 1.788E-32 1.000E-100 2.351E-36 1.000E-100 3.817E-48 1.000E-100 5.249E-53 1.000E-100 1.729E-65 1.000E-100 7.693E-71 1.000E-100 5.424E-75 1.000E-100 9.255E-86 1.000E-100 3.148E-91 1.000E-100 
1.7278E8 4.643E-17 1.000E-100 1.033E-15 1.293E-39 1.000E-100 3.005E-21 9.008E-53 5.538E-70 1.000E-100 5.682E-22 1.000E-100 6.600E-82 1.000E-100 4.846E-22 1.000E-100 1.000E-100 3.612E-25 1.000E-100 1.000E-100 1.000E-100 1.683E-30 1.000E-100 3.654E-34 1.000E-100 1.827E-44 1.000E-100 7.668E-49 1.000E-100 3.199E-60 1.000E-100 3.846E-65 1.000E-100 6.386E-69 1.000E-100 7.745E-79 1.000E-100 8.297E-84 1.000E-100 
1.8836E8 2.950E-16 1.000E-100 4.597E-15 8.644E-38 1.000E-100 2.276E-20 1.874E-50 5.199E-67 1.000E-100 4.757E-20 1.000E-100 4.631E-76 1.000E-100 5.750E-21 1.000E-100 1.000E-100 8.244E-24 1.000E-100 1.000E-100 1.000E-100 1.213E-28 1.000E-100 4.211E-32 1.000E-100 4.623E-41 1.000E-100 5.164E-45 1.000E-100 2.321E-55 1.000E-100 6.942E-60 1.000E-100 2.615E-63 1.000E-100 2.069E-72 1.000E-100 6.372E-77 1.000E-100 
2.0535E8 1.575E-15 1.000E-100 1.952E-14 5.112E-36 1.000E-100 2.566E-19 3.328E-48 4.009E-64 1.000E-100 2.591E-18 1.000E-100 9.493E-71 1.000E-100 6.752E-20 1.000E-100 1.000E-100 1.664E-22 1.000E-100 1.000E-100 1.000E-100 6.789E-27 1.000E-100 3.655E-30 1.000E-100 6.362E-38 1.000E-100 1.659E-41 1.000E-100 6.845E-51 1.000E-100 4.705E-55 1.000E-100 3.878E-58 1.000E-100 1.834E-66 1.000E-100 1.485E-70 1.000E-100 
2.2387E8 7.161E-15 1.000E-100 7.916E-14 2.684E-34 1.000E-100 7.232E-18 5.065E-46 2.554E-61 1.000E-100 9.580E-17 1.000E-100 6.476E-66 1.000E-100 7.823E-19 1.000E-100 1.000E-100 2.990E-21 1.000E-100 1.000E-100 1.000E-100 2.998E-25 1.000E-100 2.427E-28 1.000E-100 4.910E-35 1.000E-100 2.637E-38 1.000E-100 8.531E-47 1.000E-100 1.250E-50 1.000E-100 2.176E-53 1.000E-100 5.624E-61 1.000E-100 1.100E-64 1.000E-100 
2.4406E8 2.812E-14 1.000E-100 3.070E-13 1.255E-32 1.000E-100 2.549E-16 6.636E-44 1.351E-58 1.000E-100 2.504E-15 1.000E-100 1.654E-61 1.000E-100 8.904E-18 1.000E-100 1.000E-100 4.817E-20 1.000E-100 1.000E-100 1.000E-100 1.059E-23 1.000E-100 1.252E-26 1.000E-100 2.193E-32 1.000E-100 2.156E-35 1.000E-100 4.686E-43 1.000E-100 1.364E-46 1.000E-100 4.841E-49 5.009E-95 6.251E-56 1.000E-100 2.717E-59 1.000E-100 
2.6607E8 9.651E-14 1.000E-100 1.140E-12 5.242E-31 1.000E-100 7.184E-15 7.520E-42 5.964E-56 1.190E-94 4.799E-14 1.000E-100 1.760E-57 1.000E-100 9.907E-17 1.000E-100 1.000E-100 6.994E-19 1.000E-100 1.000E-100 1.000E-100 3.037E-22 1.000E-100 5.096E-25 1.000E-100 5.862E-30 1.000E-100 9.440E-33 1.000E-100 1.185E-39 1.000E-100 6.409E-43 1.000E-100 4.487E-45 2.233E-86 2.643E-51 7.911E-92 2.361E-54 4.396E-100 
2.9007E8 2.927E-13 1.000E-100 4.061E-12 1.963E-29 1.000E-100 1.539E-13 7.402E-40 2.208E-53 7.597E-86 6.977E-13 1.000E-100 8.583E-54 1.000E-100 1.072E-15 1.000E-100 1.000E-100 9.200E-18 1.000E-100 1.000E-100 1.000E-100 7.166E-21 1.000E-100 1.659E-23 1.000E-100 9.693E-28 1.000E-100 2.306E-30 1.000E-100 1.446E-36 1.000E-100 1.366E-39 1.000E-100 1.825E-41 1.809E-78 4.472E-47 2.301E-83 7.621E-50 6.577E-91 
3.1623E8 7.928E-13 1.000E-100 1.388E-11 6.605E-28 1.000E-100 2.547E-12 6.354E-38 6.889E-51 9.118E-78 7.935E-12 1.000E-100 2.094E-50 1.000E-100 1.119E-14 1.000E-100 1.000E-100 1.101E-16 1.000E-100 1.000E-100 1.000E-100 1.410E-19 1.000E-100 4.385E-22 1.000E-100 1.026E-25 2.436E-97 3.277E-28 1.000E-100 8.913E-34 1.000E-100 1.389E-36 1.000E-100 3.431E-38 3.021E-71 3.193E-43 1.274E-75 9.673E-46 1.608E-82 
3.4475E8 1.935E-12 7.116E-100 4.559E-11 2.004E-26 1.000E-100 3.330E-11 4.778E-36 1.819E-48 2.366E-70 7.263E-11 6.768E-94 2.762E-47 1.000E-100 1.122E-13 1.000E-100 1.000E-100 1.204E-15 1.000E-100 1.000E-100 1.000E-100 2.342E-18 1.000E-100 9.534E-21 1.000E-100 7.200E-24 1.118E-88 2.828E-26 1.000E-100 2.916E-31 1.000E-100 7.115E-34 1.000E-100 3.148E-35 1.173E-64 1.016E-39 1.514E-68 5.120E-42 7.328E-75 
3.7584E8 4.295E-12 1.284E-90 1.440E-10 5.498E-25 1.560E-96 3.517E-10 3.159E-34 4.082E-46 1.510E-63 5.490E-10 7.195E-87 2.113E-44 1.000E-100 1.072E-12 1.000E-100 1.000E-100 1.206E-14 1.000E-100 1.000E-100 1.217E-97 3.328E-17 4.787E-96 1.728E-19 1.000E-100 3.464E-22 9.708E-81 1.547E-24 1.000E-100 5.314E-29 1.000E-100 1.936E-31 1.000E-100 1.489E-32 1.189E-58 1.520E-36 4.333E-62 1.199E-38 7.058E-68 
4.0973E8 8.733E-12 3.972E-82 4.383E-10 1.367E-23 4.757E-88 3.059E-9 1.845E-32 7.820E-44 2.668E-57 3.509E-9 2.392E-80 9.980E-42 1.000E-100 9.700E-12 1.000E-100 1.000E-100 1.110E-13 1.000E-100 1.000E-100 6.498E-89 4.092E-16 1.551E-87 2.644E-18 1.193E-94 1.183E-20 1.837E-73 5.593E-23 1.000E-100 5.668E-27 1.000E-100 2.952E-29 1.000E-100 3.831E-30 3.514E-53 1.132E-33 3.337E-56 1.320E-35 1.622E-61 
4.4668E8 1.639E-11 2.438E-74 1.285E-9 3.091E-22 3.078E-80 2.230E-8 9.543E-31 1.284E-41 1.453E-51 1.937E-8 2.722E-74 3.079E-39 1.000E-100 8.251E-11 1.000E-100 1.000E-100 9.410E-13 1.000E-100 1.000E-100 7.365E-81 4.402E-15 1.081E-79 3.458E-17 2.586E-86 2.964E-19 8.630E-67 1.395E-21 4.722E-98 3.714E-25 1.000E-100 2.663E-27 1.000E-100 5.665E-28 3.368E-48 4.433E-31 7.694E-51 7.249E-33 9.992E-56 
