Rate 38 80
8 3 4 5 2 4 5 5 2 4 5 5 2 4 5 2 4 5 5 2 4 2 4 2 4 2 4 2 4 2 4 2 4 2 4 2 4 2 
logT he4+he4+he4->c12 c12->he4+he4+he4 he4+c12->o16 c12+c12->he4+ne20 o16->he4+c12 he4+o16->ne20 c12+o16->he4+mg24 o16+o16->he4+si28 ne20->he4+o16 he4+ne20->mg24 he4+ne20->c12+c12 c12+ne20->he4+si28 mg24->he4+ne20 he4+mg24->si28 he4+mg24->c12+o16 si28->he4+mg24 he4+si28->s32 he4+si28->c12+ne20 he4+si28->o16+o16 s32->he4+si28 he4+s32->ar36 ar36->he4+s32 he4+ar36->ca40 ca40->he4+ar36 he4+ca40->ti44 ti44->he4+ca40 he4+ti44->cr48 cr48->he4+ti44 he4+cr48->fe52 fe52->he4+cr48 he4+fe52->ni56 ni56->he4+fe52 he4+ni56->zn60 zn60->he4+ni56 he4+zn60->ge64 ge64->he4+zn60 he4+ge64->se68 se68->he4+ge64 
4.8697E8 2.859E-11 3.396E-67 3.637E-9 6.368E-21 4.796E-73 1.384E-7 4.392E-29 1.813E-39 2.690E-46 9.415E-8 1.153E-68 6.525E-37 8.180E-94 6.558E-10 1.045E-98 1.000E-100 7.367E-12 1.000E-100 1.000E-100 2.004E-73 4.189E-14 1.841E-72 3.910E-16 1.239E-78 5.633E-18 1.139E-60 2.500E-20 1.456E-89 1.570E-23 2.566E-95 1.498E-25 6.506E-98 5.078E-26 1.158E-43 9.642E-29 5.877E-46 2.110E-30 1.844E-50 
5.3088E8 4.661E-11 1.213E-60 9.940E-9 1.199E-19 2.020E-66 7.409E-7 1.805E-27 2.212E-37 1.852E-41 4.100E-7 1.962E-63 9.924E-35 3.803E-85 4.841E-9 2.690E-91 1.939E-93 5.334E-11 1.000E-100 1.000E-100 1.467E-66 3.562E-13 8.605E-66 3.866E-15 1.485E-71 8.381E-17 4.728E-55 3.354E-19 8.558E-82 4.488E-22 5.231E-87 5.536E-24 1.914E-89 2.908E-24 1.571E-39 1.230E-26 1.639E-41 3.452E-28 1.134E-45 
5.7876E8 7.143E-11 1.244E-54 2.626E-8 2.066E-18 2.558E-60 3.465E-6 6.642E-26 2.338E-35 5.148E-37 1.624E-6 1.439E-58 1.127E-32 3.523E-77 3.299E-8 2.056E-84 1.043E-84 3.578E-10 1.000E-100 1.000E-100 3.203E-60 2.732E-12 1.229E-59 3.379E-14 4.989E-65 1.007E-15 6.869E-50 3.501E-18 1.116E-74 9.089E-21 2.069E-79 1.414E-22 1.057E-81 1.120E-22 9.219E-36 9.711E-25 1.830E-37 3.365E-26 2.571E-41 
6.3096E8 1.035E-10 4.061E-49 6.711E-8 3.269E-17 1.073E-54 1.430E-5 2.197E-24 2.149E-33 6.222E-33 5.934E-6 4.853E-54 9.893E-31 7.476E-70 2.064E-7 5.130E-78 1.156E-76 2.225E-9 1.000E-100 1.000E-100 2.294E-54 1.907E-11 5.914E-54 2.636E-13 5.219E-59 1.006E-14 3.854E-45 2.952E-17 3.723E-68 1.364E-19 1.850E-72 2.618E-21 1.280E-74 3.047E-21 2.549E-32 4.993E-23 8.932E-34 2.068E-24 2.367E-37 
6.8786E8 1.422E-10 4.637E-44 1.661E-7 4.758E-16 1.633E-49 5.264E-5 6.555E-23 1.723E-31 3.501E-29 2.023E-5 7.987E-50 6.918E-29 4.126E-63 1.179E-6 4.558E-72 2.972E-69 1.286E-8 1.000E-100 1.000E-100 5.882E-49 1.221E-10 1.050E-48 1.853E-12 1.873E-53 8.588E-14 9.146E-41 2.083E-16 3.617E-62 1.582E-18 4.303E-66 3.688E-20 3.934E-68 6.140E-20 3.599E-29 1.758E-21 2.070E-30 8.457E-23 9.685E-34 
7.4989E8 1.865E-10 2.021E-39 3.983E-7 6.384E-15 9.769E-45 1.741E-4 1.768E-21 1.210E-29 9.757E-26 6.506E-5 6.774E-46 3.957E-27 6.652E-57 6.118E-6 1.562E-66 1.976E-62 6.902E-8 1.000E-100 7.069E-94 5.845E-44 7.221E-10 7.471E-44 1.184E-11 2.519E-48 6.432E-13 9.986E-37 1.272E-15 1.155E-56 1.479E-17 2.968E-60 4.128E-19 3.514E-62 9.582E-19 2.799E-26 4.443E-20 2.463E-27 2.427E-21 1.920E-30 
8.1752E8 2.340E-10 3.640E-35 9.263E-7 7.913E-14 2.480E-40 5.218E-4 4.326E-20 7.455E-28 1.426E-22 1.990E-4 3.113E-42 1.894E-25 3.481E-51 2.872E-5 2.221E-61 3.755E-56 3.447E-7 4.617E-99 9.384E-87 2.423E-39 3.973E-9 2.297E-39 6.932E-11 1.377E-43 4.327E-12 5.418E-33 6.939E-15 1.355E-51 1.157E-16 6.854E-55 3.827E-18 1.033E-56 1.208E-17 1.286E-23 8.435E-19 1.618E-24 5.134E-20 1.998E-27 
8.9125E8 2.821E-10 2.915E-31 2.091E-6 9.079E-13 2.862E-36 0.001 9.625E-19 4.045E-26 1.152E-19 5.833E-4 8.118E-39 7.730E-24 6.513E-46 1.216E-4 1.402E-56 2.235E-50 1.603E-6 2.547E-91 3.972E-80 4.480E-35 2.045E-8 3.271E-35 3.748E-10 3.298E-39 2.672E-11 1.568E-29 3.476E-14 6.465E-47 7.854E-16 5.922E-50 3.056E-17 1.121E-51 1.278E-16 3.724E-21 1.255E-17 6.276E-22 8.391E-19 1.176E-24 
9.7163E8 3.277E-10 1.110E-27 4.585E-6 9.659E-12 1.600E-32 0.004 1.952E-17 1.939E-24 5.387E-17 0.002 1.253E-35 2.737E-22 4.752E-41 4.641E-4 4.182E-52 4.545E-45 6.945E-6 3.789E-84 5.847E-74 3.930E-31 9.895E-8 2.297E-31 1.883E-9 3.706E-35 1.544E-10 2.580E-26 1.641E-13 1.377E-42 4.776E-15 2.121E-45 2.176E-16 4.993E-47 1.175E-15 7.208E-19 1.521E-16 1.531E-19 1.106E-17 4.198E-22 
1.0593E9 3.681E-10 2.137E-24 9.776E-6 9.547E-11 4.595E-29 0.008 3.619E-16 8.225E-23 1.525E-14 0.005 1.190E-32 8.518E-21 1.464E-36 0.002 6.234E-48 3.420E-40 2.805E-5 1.698E-77 3.242E-68 1.731E-27 4.519E-7 8.430E-28 8.851E-9 2.079E-31 8.484E-10 2.558E-23 7.463E-13 1.425E-38 2.680E-14 3.454E-41 1.425E-15 1.003E-42 9.704E-15 9.835E-17 1.555E-15 2.485E-17 1.224E-16 9.675E-20 
1.1548E9 4.008E-10 2.200E-21 2.031E-5 8.781E-10 7.159E-26 0.018 6.143E-15 3.098E-21 2.722E-12 0.012 7.214E-30 2.356E-19 2.046E-32 0.005 4.893E-44 1.026E-35 1.057E-4 2.531E-71 7.284E-63 4.031E-24 1.954E-6 1.702E-24 3.910E-8 6.169E-28 4.497E-9 1.608E-20 3.336E-12 7.722E-35 1.424E-13 2.783E-37 8.829E-15 9.919E-39 7.388E-14 9.919E-15 1.386E-14 2.827E-15 1.179E-15 1.525E-17 
1.2589E9 4.241E-10 1.276E-18 4.122E-5 7.527E-9 6.372E-23 0.036 9.568E-14 1.038E-19 3.175E-10 0.031 2.881E-27 5.845E-18 1.383E-28 0.014 2.121E-40 1.318E-31 3.720E-4 1.374E-65 7.094E-58 5.205E-21 8.019E-6 1.983E-21 1.631E-7 1.020E-24 2.324E-8 6.714E-18 1.488E-11 2.347E-31 7.319E-13 1.197E-33 5.293E-14 5.212E-35 5.309E-13 7.707E-13 1.106E-13 2.358E-13 1.019E-14 1.731E-15 
1.3725E9 4.372E-10 4.372E-16 8.225E-5 6.023E-8 3.406E-20 0.067 1.369E-12 3.103E-18 2.506E-8 0.078 7.817E-25 1.309E-16 4.797E-25 0.035 5.303E-37 7.753E-28 0.001 2.946E-60 3.186E-53 3.895E-18 3.127E-5 1.391E-18 6.450E-7 9.844E-22 1.181E-7 1.936E-15 6.705E-11 4.244E-28 3.705E-12 2.936E-30 3.129E-13 1.558E-31 3.668E-12 4.779E-11 8.096E-13 1.501E-11 8.119E-14 1.481E-13 
1.4962E9 4.399E-10 9.242E-14 1.628E-4 4.505E-7 1.150E-17 0.118 1.804E-11 8.291E-17 1.381E-6 0.190 1.481E-22 2.660E-15 8.992E-22 0.083 7.962E-34 2.224E-24 0.004 2.685E-55 6.985E-49 1.759E-15 1.159E-4 6.098E-16 2.425E-6 5.795E-19 5.920E-7 3.988E-13 3.077E-10 4.812E-25 1.873E-11 4.359E-27 1.850E-12 2.813E-28 2.471E-11 2.436E-9 5.537E-12 7.548E-10 6.102E-13 9.916E-12 
1.6312E9 4.329E-10 1.254E-11 3.239E-4 3.154E-6 2.578E-15 0.197 2.190E-10 1.984E-15 5.475E-5 0.450 2.011E-20 4.917E-14 9.548E-19 0.178 7.445E-31 3.308E-21 0.011 1.110E-50 7.873E-45 4.975E-13 4.085E-4 1.731E-13 8.685E-6 2.163E-16 2.936E-6 6.040E-11 1.444E-9 3.576E-22 9.545E-11 4.120E-24 1.103E-11 3.226E-25 1.637E-10 1.044E-7 3.590E-11 3.083E-8 4.400E-12 5.374E-10 
1.7783E9 4.175E-10 1.134E-9 6.567E-4 2.069E-5 4.027E-13 0.312 2.452E-9 4.261E-14 0.002 1.033 2.001E-18 8.287E-13 5.988E-16 0.360 4.482E-28 2.705E-18 0.029 2.212E-46 4.785E-41 9.122E-11 0.001 3.278E-11 2.968E-5 5.300E-14 1.437E-5 6.879E-9 6.938E-9 1.808E-19 4.926E-10 2.588E-21 6.669E-11 2.454E-22 1.072E-9 3.828E-6 2.228E-10 1.046E-6 3.081E-11 2.419E-8 
1.9387E9 3.952E-10 7.058E-8 0.001 1.273E-4 4.557E-11 0.473 2.533E-8 8.226E-13 0.036 2.288 1.492E-16 1.273E-11 2.302E-13 0.685 1.791E-25 1.285E-15 0.074 2.237E-42 1.639E-37 1.119E-8 0.004 4.256E-9 9.684E-5 8.803E-12 6.914E-5 5.998E-7 3.398E-8 6.408E-17 2.576E-9 1.119E-18 4.083E-10 1.280E-19 6.922E-9 1.214E-4 1.329E-9 2.999E-5 2.110E-10 9.231E-7 
2.1135E9 3.678E-10 3.122E-6 0.003 7.350E-4 3.829E-9 0.688 2.416E-7 1.430E-11 0.615 4.872 8.493E-15 1.783E-10 5.612E-11 1.247 4.883E-23 3.737E-13 0.176 1.205E-38 3.293E-34 9.465E-7 0.013 3.880E-7 3.017E-4 1.019E-9 3.242E-4 4.054E-5 1.684E-7 1.631E-14 1.359E-8 3.427E-16 2.518E-9 4.710E-17 4.387E-8 0.003 7.631E-9 7.340E-4 1.415E-9 3.026E-5 
2.3041E9 3.371E-10 1.009E-4 0.006 0.004 2.417E-7 0.966 2.127E-6 2.240E-10 8.428 9.917 3.759E-13 2.270E-9 8.932E-9 2.194 9.311E-21 6.976E-11 0.395 3.609E-35 4.027E-31 5.670E-5 0.036 2.537E-5 8.969E-4 8.443E-8 0.001 0.002 8.354E-7 3.030E-12 7.183E-8 7.589E-14 1.548E-8 1.245E-14 2.701E-7 0.080 4.195E-8 0.015 9.277E-9 8.589E-4 
2.5119E9 3.047E-10 0.002 0.013 0.020 1.155E-5 1.313 1.728E-5 3.167E-9 93.804 19.206 1.315E-11 2.622E-8 9.532E-7 3.757 1.270E-18 8.711E-9 0.836 6.241E-32 3.099E-28 0.002 0.096 0.001 0.003 5.116E-6 0.006 0.089 4.088E-6 4.161E-10 3.753E-7 1.233E-11 9.356E-8 2.395E-12 1.591E-6 1.664 2.190E-7 0.278 5.892E-8 0.021 
2.7384E9 2.720E-10 0.046 0.027 0.098 4.213E-4 1.743 1.294E-4 4.045E-8 865.057 35.203 3.688E-10 2.739E-7 6.984E-5 6.293 1.265E-16 7.542E-7 1.672 6.449E-29 1.547E-25 0.080 0.237 0.043 0.007 2.314E-4 0.025 2.897 1.940E-5 4.250E-8 1.910E-6 1.484E-9 5.456E-7 3.375E-10 8.815E-6 29.531 1.072E-6 4.300 3.583E-7 0.451 
2.9854E9 2.402E-10 0.669 0.055 0.440 0.012 2.269 8.927E-4 4.668E-7 6739.095 60.775 8.408E-9 2.578E-6 0.004 10.328 9.371E-15 4.666E-5 3.168 4.106E-26 5.156E-23 1.970 0.544 1.151 0.018 0.008 0.095 74.014 8.750E-5 3.235E-6 9.285E-6 1.328E-7 3.005E-6 3.490E-8 4.494E-5 442.776 4.845E-6 56.340 2.053E-6 8.244 
3.2546E9 2.102E-10 7.874 0.108 1.868 0.265 2.916 0.006 4.870E-6 45175.192 98.415 1.577E-7 2.180E-5 0.132 16.597 5.242E-13 0.002 5.704 1.657E-23 1.176E-20 37.699 1.156 23.548 0.043 0.212 0.319 1475.811 3.674E-4 1.834E-4 4.226E-5 8.838E-6 1.527E-5 2.640E-6 2.060E-4 5519.532 1.986E-5 619.692 1.087E-5 128.007 
3.5481E9 1.826E-10 75.766 0.207 7.456 4.763 3.721 0.033 4.591E-5 265189.861 149.028 2.459E-6 1.649E-4 3.552 26.077 2.247E-11 0.072 9.788 4.346E-21 1.878E-18 571.615 2.269 372.832 0.098 4.416 0.957 22854.371 0.001 0.008 1.762E-4 4.361E-4 6.988E-5 1.453E-4 8.295E-4 56229.877 7.243E-5 5649.336 5.213E-5 1664.109 
3.8681E9 1.578E-10 607.129 0.389 27.958 70.744 4.747 0.175 3.910E-4 1386082.982 210.754 3.219E-5 0.001 71.019 39.992 7.470E-10 1.871 16.055 7.585E-19 2.143E-16 6993.000 4.106 4627.764 0.213 73.355 2.515 273627.202 0.005 0.240 6.586E-4 0.016 2.810E-4 0.006 0.003 460411.098 2.307E-4 42138.794 2.216E-4 17846.713 
4.2170E9 1.359E-10 4120.733 0.726 98.444 889.905 6.089 0.851 0.003 6552203.530 278.655 3.568E-4 0.007 1077.854 59.790 1.946E-8 37.938 25.257 9.002E-17 1.780E-14 70234.750 6.847 45631.500 0.437 983.462 5.717 2526760.235 0.014 5.522 0.002 0.427 9.727E-4 0.166 0.008 2988012.995 6.309E-4 254307.488 8.183E-4 155696.808 
4.5973E9 1.169E-10 24070.765 1.363 325.079 9705.417 7.898 3.752 0.021 2.842E7 345.969 0.003 0.036 12688.090 87.069 4.009E-7 610.446 38.243 7.419E-15 1.094E-12 588685.597 10.548 362678.567 0.848 10792.040 11.154 1.803E7 0.037 93.703 0.006 8.428 0.003 3.415 0.020 1.524E7 0.001 1232877.936 0.003 1093013.043 
5.0119E9 1.009E-10 122871.756 2.590 1005.088 93680.517 10.415 14.963 0.129 1.147E8 406.845 0.027 0.169 118712.583 123.451 6.574E-6 7924.358 55.937 4.335E-13 5.038E-11 4181892.035 15.094 2363113.243 1.561 98378.559 18.676 1.002E8 0.083 1183.452 0.015 123.206 0.007 50.852 0.040 6.109E7 0.003 4800582.244 0.007 6144509.828 
5.4639E9 8.747E-11 556232.612 5.010 2903.603 813151.096 14.025 53.694 0.719 4.352E8 459.569 0.192 0.717 908388.120 170.384 8.630E-5 84271.952 79.335 1.833E-11 1.761E-9 2.555E7 20.269 1.288E7 2.741 757331.029 27.109 4.421E8 0.159 11315.888 0.032 1352.745 0.015 556.798 0.067 1.950E8 0.005 1.517E7 0.016 2.779E7 
5.9566E9 7.659E-11 2265451.412 9.851 7817.428 6404735.218 19.344 172.338 3.568 1.570E9 509.215 1.162 2.712 5882960.625 228.871 9.102E-4 744598.983 109.514 5.734E-10 4.715E-8 1.361E8 25.943 6.026E7 4.631 5017658.923 34.940 1.597E9 0.270 84477.621 0.059 11474.396 0.026 4632.116 0.097 5.112E8 0.007 3.991E7 0.030 1.030E8 
6.4938E9 6.803E-11 8420654.952 19.492 19552.595 4.575E7 27.368 491.394 15.707 5.421E9 570.032 6.120 9.253 3.362E7 299.182 0.008 5537640.206 147.677 1.358E-8 9.742E-7 6.400E8 32.385 2.496E8 7.631 2.927E7 41.712 4.958E9 0.421 517308.866 0.099 78789.132 0.042 30911.329 0.125 1.162E9 0.009 9.150E7 0.052 3.251E8 
7.0795E9 6.164E-11 2.898E7 37.990 45257.206 2.926E8 39.689 1235.238 60.932 1.802E10 671.060 28.049 28.789 1.785E8 380.851 0.053 3.511E7 195.210 2.498E-7 1.560E-5 2.689E9 40.706 9.529E8 12.497 1.545E8 49.251 1.422E10 0.641 2797459.368 0.160 470327.353 0.066 179740.709 0.157 2.494E9 0.012 1.965E8 0.085 9.303E8 
7.7179E9 5.736E-11 9.370E7 70.275 96496.010 1.627E9 58.767 2713.982 206.596 5.770E10 876.058 111.912 82.988 9.374E8 473.555 0.291 1.924E8 253.733 3.676E-6 1.943E-4 1.021E10 53.787 3.526E9 20.883 7.632E8 63.255 4.166E10 1.053 1.484E7 0.275 2706206.180 0.113 1026306.753 0.220 5.726E9 0.016 4.401E8 0.143 2.658E9 
8.4140E9 5.526E-11 2.891E8 116.571 188487.684 7.488E9 88.170 5162.000 606.229 1.776E11 1358.681 388.392 226.444 5.270E9 579.306 1.284 9.276E8 325.114 4.474E-5 0.002 3.533E10 79.082 1.348E10 36.875 3.682E9 100.855 1.431E11 2.139 8.931E7 0.577 1.733E7 0.242 6795374.797 0.404 1.675E10 0.027 1.194E9 0.286 8.713E9 
9.1728E9 5.563E-11 8.648E8 159.797 335108.015 2.645E10 132.367 8408.616 1521.233 5.208E11 2733.504 1169.883 601.530 3.492E10 704.582 4.530 4.012E9 411.361 4.684E-4 0.014 1.124E11 139.263 5.762E10 72.042 1.828E10 238.495 6.911E11 6.479 7.408E8 1.776 1.501E8 0.822 6.533E7 1.230 7.912E10 0.071 4.823E9 0.820 3.970E10 
