1	5.897432	0.0001832525
2	5.916595	0.000183848
3	5.920907	0.0001839819
4	5.917915	0.000183889
5	5.919132	0.0001839268
6	5.926122	0.000184144
7	5.921686	0.0001840062
8	5.918291	0.0001839007
9	5.932998	0.0001843577
10	6.009057	0.0001867211
11	6.032114	0.0001874375
12	6.044582	0.0001878249
13	6.085582	0.0001890989
14	6.103826	0.0001896658
15	11.751472	0.0003651567
16	11.744356	0.0003649356
17	11.764257	0.0003655539
18	12.188625	0.0003787404
19	11.831883	0.0003676553
20	11.852161	0.0003682854
21	11.858755	0.0003684903
22	11.913133	0.00037018
23	11.982103	0.0003723231
24	11.990968	0.0003725986
25	12.121301	0.0003766485
26	12.108102	0.0003762383
27	12.129196	0.0003768938
28	12.214526	0.0003795453
29	17.706021	0.000550184
30	17.76648	0.0005520626
31	17.778477	0.0005524354
32	17.82165	0.000553777
33	17.856725	0.0005548669
34	17.985824	0.0005588784
35	17.948617	0.0005577222
36	17.986832	0.0005589097
37	18.092881	0.000562205
38	17.976834	0.000558599
39	18.110406	0.0005627495
40	18.205277	0.0005656975
41	18.282637	0.0005681013
42	18.30907	0.0005689227
43	23.665908	0.0007353772
44	23.79423	0.0007393646
45	23.780336	0.0007389328
46	23.838936	0.0007407537
47	23.815742	0.000740033
48	23.957494	0.0007444377
49	24.003803	0.0007458767
50	23.980336	0.0007451475
51	24.027814	0.0007466228
52	24.177771	0.0007512824
53	24.299494	0.0007550648
54	24.24377	0.0007533332
55	24.337143	0.0007562346
56	24.392355	0.0007579503
57	29.714979	0.0009233416
58	29.816141	0.000926485
59	29.824234	0.0009267365
60	29.917539	0.0009296358
61	29.888045	0.0009287193
62	29.946354	0.0009305312
63	29.959711	0.0009309462
64	30.032309	0.0009332021
65	30.156221	0.0009370524
66	30.321248	0.0009421803
67	30.340348	0.0009427738
68	30.40541	0.0009447955
69	30.537018	0.000948885
70	30.649285	0.0009523735
71	35.837313	0.0011135825
72	35.74775	0.0011107995
73	35.92459	0.0011162945
74	35.943082	0.0011168691
75	36.047137	0.0011201024
76	36.009391	0.0011189296
77	36.286332	0.001127535
78	36.222398	0.0011255484
79	36.314328	0.0011284049
80	36.223738	0.00112559
81	36.397895	0.0011310016
82	36.562789	0.0011361254
83	37.651684	0.001169961
84	36.80966	0.0011437965
85	41.828793	0.0012997574
86	41.856777	0.001300627
87	41.945328	0.0013033785
88	41.961937	0.0013038946
89	42.025367	0.0013058656
90	42.271977	0.0013135286
91	42.394184	0.001317326
92	42.353133	0.0013160504
93	42.356336	0.0013161499
94	42.404434	0.0013176445
95	42.719898	0.001327447
96	42.672336	0.0013259691
97	42.713531	0.0013272491
98	42.750887	0.0013284099
99	47.815715	0.0014857907
100	47.863813	0.0014872852
101	47.956164	0.0014901549
102	47.998695	0.0014914764
103	49.786734	0.0015470367
104	48.03191	0.0014925085
105	48.157816	0.0014964209
106	48.484809	0.0015065816
107	48.097707	0.0014945531
108	48.377605	0.0015032504
109	48.53148	0.0015080318
110	48.833711	0.0015174231
111	48.904293	0.0015196163
112	48.792063	0.001516129
113	53.837598	0.0016729103
114	53.963457	0.0016768211
115	54.00657	0.0016781608
116	54.096484	0.0016809547
117	54.031734	0.0016789427
118	54.131012	0.0016820276
119	54.280727	0.0016866797
120	54.392812	0.0016901626
121	54.565113	0.0016955165
122	54.55952	0.0016953427
123	54.747453	0.0017011824
124	54.964906	0.0017079394
125	55.054527	0.0017107242
126	55.053027	0.0017106776
127	59.999016	0.0018643657
128	59.753344	0.0018567318
