# ASY+PE method (no partition functions): 5941 integration steps in 1.4261e-01 seconds
# All double quantities are log10(x); rates in units of s^-1
#
#      t       dt  2/Rmin   Reaction_Rmin    1/Rmax   Reaction_Rmax     dt_FE   dt_EA   trial_dt
-10.9157 -11.9157  1.9222 he4+o16-->ne20 -10.1529 c12+c12-->he4+ne20 14.5461 -11.9571 -11.9157
-10.7915 -11.7915  1.8690 he4+o16-->ne20 -10.0639 c12+c12-->he4+ne20 14.6350 -11.8329 -11.7915
-10.6259 -11.6259  1.8040 he4+o16-->ne20 -9.9332 c12+c12-->he4+ne20 14.7658 -11.6673 -11.6259
-10.4604 -11.4604  1.7435 he4+o16-->ne20 -9.8874 ne20-->he4+o16 14.8116 -11.5018 -11.4604
-10.3362 -11.3362  1.7004 he4+o16-->ne20 -9.8874 ne20-->he4+o16 14.8116 -11.3776 -11.3362
-10.1706 -11.1706  1.6467 he4+o16-->ne20 -9.8874 ne20-->he4+o16 14.8116 -11.2120 -11.1706
-10.0465 -11.0465  1.6104 he4+o16-->ne20 -9.8874 ne20-->he4+o16 14.8116 -11.0878 -11.0465
-9.8809 -10.8809  1.5700 he4+o16-->ne20 -9.8874 ne20-->he4+o16 14.8116 -10.9223 -10.8809
-9.7153 -10.7153  1.5400 he4+o16-->ne20 -9.8874 ne20-->he4+o16 14.8116 -10.7567 -10.7153
-9.5911 -10.5911  1.5232 he4+o16-->ne20 -9.8874 ne20-->he4+o16 14.8116 -10.6325 -10.5911
-9.4256 -10.4256  1.5046 he4+o16-->ne20 -9.8874 ne20-->he4+o16 14.8116 -10.4670 -10.4256
-9.2600 -10.2600  1.4861 he4+o16-->ne20 -9.8874 ne20-->he4+o16 14.8116 -10.3014 -10.2600
-9.1304 -10.1304  1.4694 he4+o16-->ne20 -9.8874 ne20-->he4+o16 14.8116 -10.3147 -10.1304
-8.9907 -10.0839  1.4522 he4+o16-->ne20 -9.8874 ne20-->he4+o16 14.8116 -10.2414 -10.0839
-8.8406 -10.0365  1.4340 he4+o16-->ne20 -9.8874 ne20-->he4+o16 14.8116 -10.1995 -10.0365
-8.6993 -9.9579  1.4180 he4+o16-->ne20 -9.8874 ne20-->he4+o16 14.8116 -10.1240 -9.9579
-8.5374 -9.6684  1.4013 he4+o16-->ne20 -9.8874 ne20-->he4+o16 14.8116 -9.9695 -9.6684
-8.3953 -9.8801  1.3873 he4+o16-->ne20 -9.8874 ne20-->he4+o16 14.8116 -10.0604 -9.8801
-8.2438 -9.6542  1.3750 he4+o16-->ne20 -9.8874 ne20-->he4+o16 14.8116 -9.9553 -9.6542
-8.0943 -9.4848  1.3636 he4+o16-->ne20 -9.8874 ne20-->he4+o16 14.8116 -9.7859 -9.4848
-7.9465 -9.3479  1.3515 he4+o16-->ne20 -9.8874 ne20-->he4+o16 14.8116 -9.6489 -9.3479
-7.7986 -9.2027  1.3437 he4+o16-->ne20 -9.8874 ne20-->he4+o16 14.8116 -9.4584 -9.2027
-7.6395 -8.7837  1.3370 he4+o16-->ne20 -9.8874 ne20-->he4+o16 14.8116 -9.0848 -8.7837
-7.4986 -8.6821  1.3315 he4+o16-->ne20 -9.8874 ne20-->he4+o16 14.8116 -8.9832 -8.6821
-7.3414 -8.3807  1.3253 he4+o16-->ne20 -9.8874 ne20-->he4+o16 14.8116 -8.6818 -8.3807
-7.1825 -8.1825  1.3176 he4+o16-->ne20 -9.8874 ne20-->he4+o16 14.8116 -8.3504 -8.1825
-7.0358 -8.1670  1.3046 he4+o16-->ne20 -9.8874 ne20-->he4+o16 14.8116 -8.4680 -8.1670
-6.8980 -8.3313  1.3049 he4+o16-->ne20 -9.8874 ne20-->he4+o16 14.8116 -8.6324 -8.3313
-6.7473 -7.9648  1.2904 he4+o16-->ne20 -9.8874 ne20-->he4+o16 14.8116 -8.2659 -7.9648
-6.5970 -8.1176  1.2672 he4+o16-->ne20 -9.8874 ne20-->he4+o16 14.8116 -8.4186 -8.1176
-6.4456 -8.0383  1.2447 he4+o16-->ne20 -9.8874 ne20-->he4+o16 14.8116 -8.0707 -8.0383
-6.2946 -7.8271  1.2199 he4+o16-->ne20 -9.8874 ne20-->he4+o16 14.8116 -8.1281 -7.8271
-6.1495 -8.6680  1.2035 he4+o16-->ne20 -9.8874 ne20-->he4+o16 14.8116 -8.9690 -8.6680
-5.9998 -8.6596  1.1818 he4+o16-->ne20 -9.8874 ne20-->he4+o16 14.8116 -8.8852 -8.6596
-5.8493 -8.0959  1.1601 he4+o16-->ne20 -9.8874 ne20-->he4+o16 14.8116 -8.3969 -8.0959
-5.6996 -7.9861  1.1407 he4+o16-->ne20 -9.8874 ne20-->he4+o16 14.8116 -8.2411 -7.9861
-5.5498 -7.9333  1.1228 he4+o16-->ne20 -9.8874 ne20-->he4+o16 14.8116 -8.2019 -7.9333
-5.3998 -8.0991  1.1125 he4+o16-->ne20 -9.8874 ne20-->he4+o16 14.8116 -8.4001 -8.0991
