
#     time   dt_old  dt_new diffXzero  diffXfinal it  E_R     EQRG  X[4]   X[12]   X[16]   X[20] ch dt/sqrtE_R dtmin/dt_new
10528 -6.1402 -10.1098 -9.8088 1.7686e-07 1.0282e-09 2 3.2783e-06 0 -0.4818 -3.3806 -2.9769 -4.4728 1 4.2891e-08, 1.0000e+00
10529 -6.1402 -10.1186 -9.8176 1.6850e-07 1.0049e-09 2 3.2101e-06 0 -0.4818 -3.3806 -2.9769 -4.4728 1 4.2478e-08, 1.0000e+00
10530 -6.1401 -9.9725 -9.6714 1.6307e-07 9.9345e-08 1 3.2795e-04 0 -0.4818 -3.3807 -2.9770 -4.4728 1 5.8836e-09, 1.0000e+00
10531 -6.1401 -10.1361 -9.8351 2.7167e-07 1.6669e-09 3 5.3458e-06 0 -0.4818 -3.3807 -2.9770 -4.4728 1 3.1613e-08, 1.0000e+00
10532 -6.1400 -9.9900 -9.6890 1.5754e-07 9.5638e-08 1 3.1684e-04 0 -0.4818 -3.3807 -2.9770 -4.4728 1 5.7488e-09, 1.0000e+00
10533 -6.1400 -9.9988 -9.6977 2.5942e-07 9.8047e-08 2 3.2609e-04 0 -0.4817 -3.3807 -2.9770 -4.4729 1 5.5534e-09, 1.0000e+00
10534 -6.1399 -10.0075 -9.7065 2.5580e-07 9.6348e-08 2 3.2110e-04 0 -0.4817 -3.3808 -2.9771 -4.4729 1 5.4844e-09, 1.0000e+00
10535 -6.1399 -10.0163 -9.7153 2.5016e-07 9.3907e-08 2 3.1349e-04 0 -0.4817 -3.3808 -2.9771 -4.4729 1 5.4395e-09, 1.0000e+00
10536 -6.1398 -10.0251 -9.7241 2.4418e-07 9.1358e-08 2 3.0080e-04 0 -0.4817 -3.3808 -2.9771 -4.4729 1 5.4420e-09, 1.0000e+00
10537 -6.1397 -10.0339 -9.7328 2.4116e-07 9.0020e-08 2 2.9673e-04 0 -0.4817 -3.3808 -2.9771 -4.4730 1 5.3697e-09, 1.0000e+00
10538 -6.1397 -10.0426 -9.7416 2.3509e-07 8.7458e-08 2 2.8880e-04 0 -0.4817 -3.3809 -2.9772 -4.4730 1 5.3341e-09, 1.0000e+00
10539 -6.1396 -10.0514 -9.7504 2.2913e-07 8.4951e-08 2 2.8101e-04 0 -0.4817 -3.3809 -2.9772 -4.4730 1 5.2993e-09, 1.0000e+00
10540 -6.1396 -10.0602 -9.7592 2.2327e-07 8.2496e-08 2 2.7337e-04 0 -0.4817 -3.3809 -2.9772 -4.4730 1 5.2654e-09, 1.0000e+00
10541 -6.1395 -10.0690 -9.7679 2.1751e-07 8.0095e-08 2 2.6587e-04 0 -0.4817 -3.3809 -2.9772 -4.4731 1 5.2324e-09, 1.0000e+00
10542 -6.1395 -10.0777 -9.7767 2.1187e-07 7.7746e-08 2 2.5852e-04 0 -0.4817 -3.3810 -2.9773 -4.4731 1 5.2001e-09, 1.0000e+00
10543 -6.1394 -10.0865 -9.7855 2.0632e-07 7.5451e-08 2 2.5131e-04 0 -0.4817 -3.3810 -2.9773 -4.4731 1 5.1686e-09, 1.0000e+00
10544 -6.1394 -10.0953 -9.7943 2.0089e-07 1.0642e-09 2 3.3820e-06 0 -0.4816 -3.3810 -2.9773 -4.4731 1 4.3664e-08, 1.0000e+00
10545 -6.1393 -10.1041 -9.8030 1.7962e-07 1.0409e-09 2 3.3143e-06 0 -0.4816 -3.3810 -2.9773 -4.4731 1 4.3226e-08, 1.0000e+00
10546 -6.1393 -10.1128 -9.8118 1.7120e-07 1.0175e-09 2 3.2464e-06 0 -0.4816 -3.3810 -2.9774 -4.4732 1 4.2802e-08, 1.0000e+00
10547 -6.1392 -10.1216 -9.8206 1.6574e-07 9.9428e-10 2 3.1784e-06 0 -0.4816 -3.3811 -2.9774 -4.4732 1 4.2392e-08, 1.0000e+00
10548 -6.1392 -9.9755 -9.6745 1.6105e-07 9.8054e-08 1 3.2388e-04 0 -0.4816 -3.3811 -2.9774 -4.4732 1 5.8793e-09, 1.0000e+00
10549 -6.1391 -10.1392 -9.8381 2.6886e-07 1.6402e-09 3 5.2637e-06 0 -0.4816 -3.3811 -2.9774 -4.4732 1 3.1637e-08, 1.0000e+00
10550 -6.1391 -9.9930 -9.6920 1.5584e-07 9.4551e-08 1 3.1342e-04 0 -0.4816 -3.3811 -2.9775 -4.4732 1 5.7400e-09, 1.0000e+00
10551 -6.1390 -10.0018 -9.7008 2.5678e-07 9.6941e-08 2 3.2258e-04 0 -0.4816 -3.3812 -2.9775 -4.4733 1 5.5447e-09, 1.0000e+00
10552 -6.1390 -10.0106 -9.7095 2.5323e-07 9.5272e-08 2 3.1768e-04 0 -0.4816 -3.3812 -2.9775 -4.4733 1 5.4755e-09, 1.0000e+00
10553 -6.1389 -10.0194 -9.7183 2.4764e-07 9.2858e-08 2 3.1015e-04 0 -0.4816 -3.3812 -2.9775 -4.4733 1 5.4308e-09, 1.0000e+00
10554 -6.1388 -10.0281 -9.7271 2.4171e-07 9.0330e-08 2 2.9760e-04 0 -0.4816 -3.3812 -2.9776 -4.4734 1 5.4332e-09, 1.0000e+00
10555 -6.1388 -10.0369 -9.7359 2.3866e-07 8.8984e-08 2 2.9349e-04 0 -0.4815 -3.3812 -2.9776 -4.4734 1 5.3617e-09, 1.0000e+00
10556 -6.1387 -10.0457 -9.7446 2.3265e-07 8.6449e-08 2 2.8564e-04 0 -0.4815 -3.3813 -2.9776 -4.4734 1 5.3262e-09, 1.0000e+00
10557 -6.1387 -10.0544 -9.7534 2.2673e-07 8.3964e-08 2 2.7791e-04 0 -0.4815 -3.3813 -2.9776 -4.4734 1 5.2917e-09, 1.0000e+00
10558 -6.1386 -10.0632 -9.7622 2.2092e-07 8.1531e-08 2 2.7033e-04 0 -0.4815 -3.3813 -2.9777 -4.4734 1 5.2581e-09, 1.0000e+00
10559 -6.1386 -10.0720 -9.7710 2.1521e-07 7.9152e-08 2 2.6290e-04 0 -0.4815 -3.3813 -2.9777 -4.4735 1 5.2253e-09, 1.0000e+00
10560 -6.1385 -10.0808 -9.7797 2.0961e-07 7.6826e-08 2 2.5561e-04 0 -0.4815 -3.3814 -2.9777 -4.4735 1 5.1933e-09, 1.0000e+00
10561 -6.1385 -10.0895 -9.7885 2.0411e-07 7.4552e-08 2 2.4847e-04 0 -0.4815 -3.3814 -2.9777 -4.4735 1 5.1621e-09, 1.0000e+00
10562 -6.1384 -10.0983 -9.7973 1.9872e-07 1.0535e-09 2 3.3501e-06 0 -0.4815 -3.3814 -2.9778 -4.4735 1 4.3566e-08, 1.0000e+00
10563 -6.1384 -10.1071 -9.8061 1.7773e-07 1.0302e-09 2 3.2825e-06 0 -0.4815 -3.3814 -2.9778 -4.4735 1 4.3133e-08, 1.0000e+00
10564 -6.1383 -10.1159 -9.8148 1.6936e-07 1.0069e-09 2 3.2147e-06 0 -0.4815 -3.3814 -2.9778 -4.4736 1 4.2713e-08, 1.0000e+00
10565 -6.1383 -9.9697 -9.6687 1.6394e-07 9.9922e-08 1 3.2968e-04 0 -0.4815 -3.3815 -2.9778 -4.4736 1 5.9050e-09, 1.0000e+00
