# ASY method (with partition functions). 
# All quantities except Asy, RG_PE, and sumX are 
# log10(x). Log of absolute values for E and dE/dt, as
# they can be negative. UNITS: t and dt in s; E in erg; 
# dE/dt in erg/g/s; all others dimensionless 
#
#    t     dt     |E|  |dE/dt| Asy  Equil sumX    X(0)      X(1)      X(2)      X(3)      X(4)      X(5)      X(6)      X(7)    

+10.377 +8.458 13.219  2.826 0.250 0.000 1.000 -1.447e-01 -5.542e-01 -2.517e+00 -4.103e+00 -1.180e+01 -2.951e+00 -6.490e+00 -1.508e+01
+10.450 +8.425 13.290  2.827 0.250 0.000 1.000 -1.447e-01 -5.542e-01 -2.518e+00 -4.064e+00 -1.180e+01 -2.951e+00 -6.675e+00 -1.508e+01
+10.527 +8.476 13.364  2.831 0.250 0.000 1.000 -1.447e-01 -5.542e-01 -2.520e+00 -4.021e+00 -1.180e+01 -2.950e+00 -6.877e+00 -1.508e+01
+10.601 +8.511 13.438  2.835 0.250 0.000 1.000 -1.447e-01 -5.542e-01 -2.521e+00 -3.976e+00 -1.180e+01 -2.950e+00 -7.067e+00 -1.508e+01
+10.675 +8.312 13.513  2.842 0.250 0.000 1.000 -1.447e-01 -5.542e-01 -2.523e+00 -3.929e+00 -1.180e+01 -2.949e+00 -7.219e+00 -1.508e+01
+10.750 +8.436 13.589  2.849 0.250 0.000 1.000 -1.447e-01 -5.542e-01 -2.525e+00 -3.880e+00 -1.180e+01 -2.948e+00 -7.315e+00 -1.507e+01
+10.825 +8.446 13.666  2.858 0.250 0.000 1.000 -1.447e-01 -5.542e-01 -2.528e+00 -3.829e+00 -1.181e+01 -2.947e+00 -7.359e+00 -1.507e+01
+10.900 +8.479 13.745  2.867 0.250 0.000 1.000 -1.447e-01 -5.542e-01 -2.531e+00 -3.777e+00 -1.181e+01 -2.946e+00 -7.373e+00 -1.507e+01
+10.975 +8.465 13.824  2.878 0.250 0.000 1.000 -1.447e-01 -5.542e-01 -2.535e+00 -3.724e+00 -1.181e+01 -2.943e+00 -7.375e+00 -1.507e+01
+11.050 +8.466 13.905  2.890 0.250 0.000 1.000 -1.447e-01 -5.542e-01 -2.539e+00 -3.671e+00 -1.182e+01 -2.941e+00 -7.373e+00 -1.507e+01
+11.125 +8.358 13.987  2.904 0.250 0.000 1.000 -1.447e-01 -5.542e-01 -2.544e+00 -3.618e+00 -1.182e+01 -2.937e+00 -7.369e+00 -1.506e+01
+11.200 +8.415 14.070  2.917 0.250 0.000 1.000 -1.447e-01 -5.542e-01 -2.550e+00 -3.565e+00 -1.183e+01 -2.932e+00 -7.364e+00 -1.506e+01
+11.275 +8.528 14.155  2.932 0.250 0.000 1.000 -1.447e-01 -5.542e-01 -2.558e+00 -3.513e+00 -1.184e+01 -2.925e+00 -7.358e+00 -1.505e+01
+11.350 +8.519 14.240  2.947 0.250 0.000 1.000 -1.447e-01 -5.542e-01 -2.566e+00 -3.464e+00 -1.184e+01 -2.917e+00 -7.349e+00 -1.504e+01
+11.425 +8.462 14.325  2.962 0.250 0.000 1.000 -1.447e-01 -5.542e-01 -2.577e+00 -3.417e+00 -1.185e+01 -2.905e+00 -7.338e+00 -1.503e+01
+11.500 +8.461 14.412  2.976 0.250 0.000 1.000 -1.447e-01 -5.542e-01 -2.589e+00 -3.373e+00 -1.187e+01 -2.891e+00 -7.324e+00 -1.502e+01
+11.575 +8.535 14.499  2.989 0.250 0.000 1.000 -1.447e-01 -5.542e-01 -2.603e+00 -3.333e+00 -1.188e+01 -2.873e+00 -7.306e+00 -1.500e+01
+11.650 +8.416 14.586  2.999 0.250 0.000 1.000 -1.448e-01 -5.542e-01 -2.621e+00 -3.298e+00 -1.190e+01 -2.850e+00 -7.284e+00 -1.498e+01
+11.725 +8.470 14.673  3.007 0.250 0.000 1.000 -1.448e-01 -5.542e-01 -2.641e+00 -3.269e+00 -1.192e+01 -2.823e+00 -7.256e+00 -1.495e+01
+11.800 +8.465 14.758  3.010 0.250 0.000 1.000 -1.448e-01 -5.542e-01 -2.666e+00 -3.247e+00 -1.194e+01 -2.791e+00 -7.224e+00 -1.492e+01
+11.875 +8.605 14.842  3.008 0.250 0.000 1.000 -1.448e-01 -5.542e-01 -2.695e+00 -3.233e+00 -1.197e+01 -2.754e+00 -7.187e+00 -1.488e+01
+11.950 +8.621 14.923  2.998 0.250 0.000 1.000 -1.448e-01 -5.542e-01 -2.729e+00 -3.228e+00 -1.201e+01 -2.713e+00 -7.146e+00 -1.484e+01
+12.025 +8.460 15.000  2.980 0.250 0.000 1.000 -1.448e-01 -5.542e-01 -2.770e+00 -3.235e+00 -1.205e+01 -2.670e+00 -7.102e+00 -1.480e+01
+12.100 +8.528 15.074  2.952 0.250 0.000 1.000 -1.448e-01 -5.542e-01 -2.818e+00 -3.254e+00 -1.210e+01 -2.624e+00 -7.057e+00 -1.475e+01
+12.175 +8.597 15.143  2.912 0.250 0.000 1.000 -1.449e-01 -5.542e-01 -2.876e+00 -3.288e+00 -1.215e+01 -2.578e+00 -7.010e+00 -1.470e+01
+12.250 +8.680 15.206  2.859 0.250 0.000 1.000 -1.449e-01 -5.542e-01 -2.944e+00 -3.337e+00 -1.222e+01 -2.534e+00 -6.966e+00 -1.466e+01
+12.325 +8.718 15.263  2.790 0.250 0.000 1.000 -1.449e-01 -5.542e-01 -3.025e+00 -3.404e+00 -1.230e+01 -2.492e+00 -6.924e+00 -1.462e+01
+12.400 +8.681 15.312  2.704 0.250 0.000 1.000 -1.449e-01 -5.542e-01 -3.120e+00 -3.490e+00 -1.240e+01 -2.454e+00 -6.886e+00 -1.458e+01
+12.475 +8.861 15.355  2.601 0.250 0.000 1.000 -1.450e-01 -5.542e-01 -3.232e+00 -3.597e+00 -1.251e+01 -2.421e+00 -6.852e+00 -1.455e+01
+12.550 +8.784 15.391  2.478 0.250 0.000 1.000 -1.450e-01 -5.542e-01 -3.363e+00 -3.726e+00 -1.264e+01 -2.394e+00 -6.825e+00 -1.452e+01
