# All quantities actual values (not log10) 
#
# time(s)    dt(s)      dE(erg)  E(erg/g/s)    T(K)    rho(g/cm^3) 2/Rmax(s)
1.2037e+03 6.1837e+01 3.1512e+12 9.7415e+17 6.9591e+07 2.4788e+01 1.9722e-04
1.2354e+03 6.3467e+01 2.9478e+12 9.7424e+17 6.9466e+07 2.4724e+01 2.0227e-04
1.2680e+03 6.5140e+01 2.7564e+12 9.7433e+17 6.9335e+07 2.4657e+01 2.0769e-04
1.3014e+03 6.6858e+01 2.5791e+12 9.7442e+17 6.9212e+07 2.4594e+01 2.1296e-04
1.3358e+03 6.8620e+01 2.4144e+12 9.7450e+17 6.9094e+07 2.4533e+01 2.1816e-04
1.3710e+03 7.0429e+01 2.2610e+12 9.7458e+17 6.8975e+07 2.4472e+01 2.2352e-04
1.4071e+03 7.2286e+01 2.1181e+12 9.7466e+17 6.8855e+07 2.4410e+01 2.2913e-04
1.4442e+03 7.4192e+01 1.9851e+12 9.7473e+17 6.8735e+07 2.4349e+01 2.3493e-04
1.4823e+03 7.6148e+01 1.8617e+12 9.7480e+17 6.8615e+07 2.4287e+01 2.4088e-04
1.5214e+03 7.8155e+01 1.7470e+12 9.7487e+17 6.8496e+07 2.4226e+01 2.4698e-04
1.5615e+03 8.0216e+01 1.6404e+12 9.7494e+17 6.8376e+07 2.4165e+01 2.5325e-04
1.6026e+03 8.2330e+01 1.5412e+12 9.7500e+17 6.8258e+07 2.4104e+01 2.5971e-04
1.6449e+03 8.4501e+01 1.4487e+12 9.7506e+17 6.8139e+07 2.4044e+01 2.6637e-04
1.6882e+03 8.6728e+01 1.3625e+12 9.7512e+17 6.8020e+07 2.3983e+01 2.7321e-04
1.7328e+03 8.9015e+01 1.2819e+12 9.7518e+17 6.7902e+07 2.3922e+01 2.8025e-04
1.7784e+03 9.1362e+01 1.2065e+12 9.7523e+17 6.7783e+07 2.3862e+01 2.8750e-04
1.8253e+03 9.3770e+01 1.1358e+12 9.7529e+17 6.7666e+07 2.3802e+01 2.9496e-04
1.8734e+03 9.6242e+01 1.0694e+12 9.7534e+17 6.7548e+07 2.3742e+01 3.0265e-04
1.9228e+03 9.8779e+01 1.0070e+12 9.7539e+17 6.7430e+07 2.3682e+01 3.1055e-04
1.9735e+03 1.0138e+02 9.4822e+11 9.7544e+17 6.7313e+07 2.3623e+01 3.1870e-04
2.0256e+03 1.0406e+02 8.9278e+11 9.7548e+17 6.7196e+07 2.3563e+01 3.2709e-04
2.0790e+03 1.0680e+02 8.4042e+11 9.7553e+17 6.7079e+07 2.3504e+01 3.3572e-04
2.1338e+03 1.0962e+02 7.9093e+11 9.7557e+17 6.6962e+07 2.3445e+01 3.4461e-04
2.1900e+03 1.1251e+02 7.4411e+11 9.7561e+17 6.6845e+07 2.3386e+01 3.5377e-04
2.2477e+03 1.1547e+02 6.9979e+11 9.7565e+17 6.6729e+07 2.3327e+01 3.6320e-04
2.3070e+03 1.1852e+02 6.5781e+11 9.7569e+17 6.6613e+07 2.3268e+01 3.7292e-04
2.3678e+03 1.2164e+02 6.1805e+11 9.7573e+17 6.6497e+07 2.3209e+01 3.8293e-04
2.4302e+03 1.2485e+02 5.8038e+11 9.7577e+17 6.6381e+07 2.3151e+01 3.9325e-04
2.4943e+03 1.2814e+02 5.4471e+11 9.7580e+17 6.6266e+07 2.3093e+01 4.0388e-04
2.5601e+03 1.3152e+02 5.1095e+11 9.7583e+17 6.6150e+07 2.3035e+01 4.1483e-04
2.6276e+03 1.3498e+02 4.7900e+11 9.7587e+17 6.6035e+07 2.2976e+01 4.2612e-04
2.6968e+03 1.3854e+02 4.4880e+11 9.7590e+17 6.5920e+07 2.2919e+01 4.3776e-04
2.7679e+03 1.4219e+02 4.2027e+11 9.7593e+17 6.5806e+07 2.2861e+01 4.4975e-04
2.8409e+03 1.4594e+02 3.9335e+11 9.7596e+17 6.5691e+07 2.2803e+01 4.6211e-04
2.9158e+03 1.4979e+02 3.6798e+11 9.7598e+17 6.5577e+07 2.2746e+01 4.7486e-04
2.9927e+03 1.5374e+02 3.4410e+11 9.7601e+17 6.5462e+07 2.2689e+01 4.8801e-04
3.0716e+03 1.5779e+02 3.2166e+11 9.7604e+17 6.5348e+07 2.2631e+01 5.0157e-04
3.1525e+03 1.6195e+02 3.0059e+11 9.7606e+17 6.5235e+07 2.2574e+01 5.1555e-04
3.2357e+03 1.6622e+02 2.8085e+11 9.7608e+17 6.5121e+07 2.2518e+01 5.2996e-04
3.3210e+03 1.7060e+02 2.6238e+11 9.7611e+17 6.5008e+07 2.2461e+01 5.4483e-04
3.4085e+03 1.7510e+02 2.4513e+11 9.7613e+17 6.4895e+07 2.2404e+01 5.6016e-04
3.4984e+03 1.7972e+02 2.2904e+11 9.7615e+17 6.4782e+07 2.2348e+01 5.7598e-04
3.5906e+03 1.8446e+02 2.1407e+11 9.7617e+17 6.4669e+07 2.2292e+01 5.9231e-04
3.6853e+03 1.8932e+02 2.0015e+11 9.7619e+17 6.4556e+07 2.2235e+01 6.0915e-04
3.7824e+03 1.9431e+02 1.8724e+11 9.7620e+17 6.4444e+07 2.2179e+01 6.2654e-04
3.8821e+03 1.9943e+02 1.7529e+11 9.7622e+17 6.4332e+07 2.2124e+01 6.4448e-04
3.9845e+03 2.0469e+02 1.6425e+11 9.7624e+17 6.4220e+07 2.2068e+01 6.6299e-04
4.0895e+03 2.1009e+02 1.5405e+11 9.7626e+17 6.4108e+07 2.2012e+01 6.8209e-04
4.1973e+03 2.1562e+02 1.4466e+11 9.7627e+17 6.3997e+07 2.1957e+01 7.0181e-04
4.3080e+03 2.2131e+02 1.3602e+11 9.7629e+17 6.3885e+07 2.1902e+01 7.2218e-04
4.4215e+03 2.2714e+02 1.2808e+11 9.7630e+17 6.3774e+07 2.1846e+01 7.4321e-04
4.5381e+03 2.3313e+02 1.2080e+11 9.7631e+17 6.3663e+07 2.1791e+01 7.6493e-04
4.6578e+03 2.3928e+02 1.1412e+11 9.7633e+17 6.3552e+07 2.1736e+01 7.8736e-04
4.7805e+03 2.4559e+02 1.0802e+11 9.7634e+17 6.3442e+07 2.1682e+01 8.1053e-04
4.9066e+03 2.5206e+02 1.0243e+11 9.7635e+17 6.3331e+07 2.1627e+01 8.3445e-04
5.0359e+03 2.5871e+02 9.7319e+10 9.7637e+17 6.3221e+07 2.1573e+01 8.5916e-04
5.1687e+03 2.6553e+02 9.2650e+10 9.7638e+17 6.3111e+07 2.1518e+01 8.8469e-04
5.3050e+03 2.7253e+02 8.8383e+10 9.7639e+17 6.3001e+07 2.1464e+01 9.1106e-04
5.4448e+03 2.7971e+02 8.4482e+10 9.7640e+17 6.2891e+07 2.1410e+01 9.3832e-04
5.5883e+03 2.8708e+02 8.0912e+10 9.7641e+17 6.2782e+07 2.1356e+01 9.6648e-04
5.7357e+03 2.9465e+02 7.7643e+10 9.7643e+17 6.2673e+07 2.1302e+01 9.9559e-04
5.8869e+03 3.0242e+02 7.4645e+10 9.7644e+17 6.2564e+07 2.1249e+01 1.0257e-03
6.0421e+03 3.1039e+02 7.1891e+10 9.7645e+17 6.2455e+07 2.1195e+01 1.0568e-03
6.2014e+03 3.1858e+02 6.9355e+10 9.7646e+17 6.2346e+07 2.1142e+01 1.0889e-03
6.3649e+03 3.2697e+02 6.7014e+10 9.7647e+17 6.2237e+07 2.1089e+01 1.1222e-03
6.5327e+03 3.3559e+02 6.4847e+10 9.7648e+17 6.2129e+07 2.1035e+01 1.1565e-03
6.7049e+03 3.4444e+02 6.2834e+10 9.7649e+17 6.2021e+07 2.0982e+01 1.1921e-03
6.8816e+03 3.5352e+02 6.0958e+10 9.7650e+17 6.1913e+07 2.0930e+01 1.2288e-03
7.0631e+03 3.6284e+02 5.9204e+10 9.7651e+17 6.1805e+07 2.0877e+01 1.2668e-03
7.2493e+03 3.7241e+02 5.7557e+10 9.7652e+17 6.1698e+07 2.0824e+01 1.3062e-03
7.4404e+03 3.8223e+02 5.6006e+10 9.7654e+17 6.1590e+07 2.0772e+01 1.3469e-03
7.6365e+03 3.9230e+02 5.4538e+10 9.7655e+17 6.1483e+07 2.0720e+01 1.3890e-03
7.8379e+03 4.0265e+02 5.3144e+10 9.7656e+17 6.1376e+07 2.0667e+01 1.4325e-03
8.0445e+03 4.1326e+02 5.1817e+10 9.7657e+17 6.1269e+07 2.0615e+01 1.4776e-03
8.2566e+03 4.2415e+02 5.0547e+10 9.7658e+17 6.1163e+07 2.0563e+01 1.5242e-03
8.4742e+03 4.3534e+02 4.9330e+10 9.7659e+17 6.1056e+07 2.0512e+01 1.5725e-03
8.6976e+03 4.4681e+02 4.8160e+10 9.7660e+17 6.0950e+07 2.0460e+01 1.6225e-03
8.9269e+03 4.5859e+02 4.7033e+10 9.7661e+17 6.0844e+07 2.0409e+01 1.6742e-03
9.1623e+03 4.7068e+02 4.5943e+10 9.7662e+17 6.0738e+07 2.0357e+01 1.7277e-03
9.4038e+03 4.8309e+02 4.4884e+10 9.7663e+17 6.0632e+07 2.0306e+01 1.7833e-03
9.6517e+03 4.9583e+02 4.3856e+10 9.7664e+17 6.0526e+07 2.0254e+01 1.8411e-03
9.9062e+03 5.0890e+02 4.2862e+10 9.7665e+17 6.0421e+07 2.0203e+01 1.9005e-03
1.0167e+04 5.2232e+02 4.1905e+10 9.7666e+17 6.0317e+07 2.0153e+01 1.9612e-03
1.0435e+04 5.3609e+02 4.0975e+10 9.7668e+17 6.0214e+07 2.0104e+01 2.0241e-03
1.0710e+04 5.5022e+02 4.0044e+10 9.7669e+17 6.0107e+07 2.0052e+01 2.0913e-03
1.0993e+04 5.6472e+02 3.9089e+10 9.7670e+17 5.9995e+07 1.9995e+01 2.1652e-03
1.1283e+04 5.7961e+02 3.8115e+10 9.7671e+17 5.9877e+07 1.9935e+01 2.2457e-03
1.1580e+04 5.9489e+02 3.7138e+10 9.7672e+17 5.9756e+07 1.9872e+01 2.3320e-03
1.1885e+04 6.1057e+02 3.6170e+10 9.7673e+17 5.9633e+07 1.9807e+01 2.4234e-03
1.2199e+04 6.2667e+02 3.5218e+10 9.7674e+17 5.9510e+07 1.9743e+01 2.5194e-03
1.2520e+04 6.4319e+02 3.4289e+10 9.7675e+17 5.9387e+07 1.9679e+01 2.6196e-03
1.2850e+04 6.6015e+02 3.3385e+10 9.7676e+17 5.9265e+07 1.9615e+01 2.7238e-03
1.3189e+04 6.7755e+02 3.2504e+10 9.7677e+17 5.9143e+07 1.9551e+01 2.8324e-03
1.3537e+04 6.9542e+02 3.1645e+10 9.7679e+17 5.9021e+07 1.9488e+01 2.9460e-03
1.3894e+04 7.1375e+02 3.0808e+10 9.7680e+17 5.8900e+07 1.9424e+01 3.0646e-03
1.4260e+04 7.3256e+02 2.9992e+10 9.7681e+17 5.8778e+07 1.9361e+01 3.1885e-03
1.4636e+04 7.5188e+02 2.9198e+10 9.7682e+17 5.8657e+07 1.9298e+01 3.3179e-03
1.5022e+04 7.7170e+02 2.8424e+10 9.7683e+17 5.8537e+07 1.9236e+01 3.4530e-03
1.5418e+04 7.9204e+02 2.7670e+10 9.7684e+17 5.8416e+07 1.9173e+01 3.5943e-03
1.5824e+04 8.1292e+02 2.6936e+10 9.7685e+17 5.8296e+07 1.9111e+01 3.7419e-03
1.6241e+04 8.3436e+02 2.6221e+10 9.7686e+17 5.8176e+07 1.9049e+01 3.8963e-03
1.6670e+04 8.5635e+02 2.5526e+10 9.7687e+17 5.8056e+07 1.8987e+01 4.0575e-03
1.7109e+04 8.7893e+02 2.4848e+10 9.7688e+17 5.7937e+07 1.8926e+01 4.2261e-03
1.7560e+04 9.0210e+02 2.4188e+10 9.7690e+17 5.7818e+07 1.8864e+01 4.4023e-03
1.8023e+04 9.2588e+02 2.3546e+10 9.7691e+17 5.7699e+07 1.8803e+01 4.5867e-03
1.8498e+04 9.5029e+02 2.2920e+10 9.7692e+17 5.7580e+07 1.8742e+01 4.7797e-03
1.8986e+04 9.7534e+02 2.2310e+10 9.7693e+17 5.7461e+07 1.8681e+01 4.9815e-03
1.9486e+04 1.0011e+03 2.1717e+10 9.7694e+17 5.7343e+07 1.8620e+01 5.1927e-03
2.0000e+04 1.0274e+03 2.1139e+10 9.7695e+17 5.7225e+07 1.8560e+01 5.4137e-03
2.0527e+04 1.0545e+03 2.0577e+10 9.7696e+17 5.7107e+07 1.8500e+01 5.6450e-03
2.1069e+04 1.0823e+03 2.0029e+10 9.7697e+17 5.6990e+07 1.8440e+01 5.8871e-03
2.1624e+04 1.1109e+03 1.9496e+10 9.7698e+17 5.6872e+07 1.8380e+01 6.1406e-03
2.2194e+04 1.1402e+03 1.8976e+10 9.7699e+17 5.6755e+07 1.8320e+01 6.4061e-03
2.2779e+04 1.1702e+03 1.8470e+10 9.7700e+17 5.6638e+07 1.8261e+01 6.6841e-03
2.3380e+04 1.2011e+03 1.7978e+10 9.7701e+17 5.6522e+07 1.8201e+01 6.9753e-03
2.3996e+04 1.2327e+03 1.7498e+10 9.7703e+17 5.6406e+07 1.8142e+01 7.2805e-03
2.4600e+04 1.2081e+03 1.7033e+10 9.7704e+17 5.6289e+07 1.8084e+01 7.6002e-03
2.5278e+04 1.3557e+03 1.6595e+10 9.7705e+17 5.6179e+07 1.8027e+01 7.9201e-03
2.5942e+04 1.3286e+03 1.6135e+10 9.7706e+17 5.6058e+07 1.7966e+01 8.2867e-03
2.6593e+04 1.3020e+03 1.5705e+10 9.7707e+17 5.5943e+07 1.7908e+01 8.6539e-03
2.7231e+04 1.2760e+03 1.5305e+10 9.7708e+17 5.5833e+07 1.7853e+01 9.0213e-03
2.7857e+04 9.9311e+02 1.4932e+10 9.7709e+17 5.5728e+07 1.7800e+01 9.3887e-03
2.8552e+04 1.3903e+03 1.4581e+10 9.7710e+17 5.5628e+07 1.7750e+01 9.7557e-03
2.9233e+04 1.3625e+03 1.4212e+10 9.7711e+17 5.5520e+07 1.7695e+01 1.0172e-02
2.9901e+04 1.0683e+03 1.3867e+10 9.7712e+17 5.5416e+07 1.7643e+01 1.0588e-02
3.0649e+04 1.4956e+03 1.3542e+10 9.7713e+17 5.5317e+07 1.7593e+01 1.1004e-02
3.1381e+04 1.4657e+03 1.3199e+10 9.7714e+17 5.5209e+07 1.7539e+01 1.1480e-02
3.2100e+04 1.1474e+03 1.2878e+10 9.7715e+17 5.5106e+07 1.7487e+01 1.1956e-02
3.2903e+04 1.6064e+03 1.2575e+10 9.7716e+17 5.5007e+07 1.7438e+01 1.2432e-02
3.3690e+04 1.5742e+03 1.2256e+10 9.7717e+17 5.4900e+07 1.7384e+01 1.2975e-02
3.4461e+04 1.2326e+03 1.1957e+10 9.7717e+17 5.4797e+07 1.7333e+01 1.3519e-02
3.5065e+04 1.1566e+03 1.1680e+10 9.7718e+17 5.4699e+07 1.7284e+01 1.4063e-02
3.5875e+04 1.4520e+03 1.1464e+10 9.7719e+17 5.4624e+07 1.7247e+01 1.4497e-02
3.6586e+04 1.2710e+03 1.1197e+10 9.7720e+17 5.4525e+07 1.7197e+01 1.5089e-02
3.7209e+04 1.2456e+03 1.0970e+10 9.7721e+17 5.4441e+07 1.7155e+01 1.5620e-02
3.7820e+04 1.2207e+03 1.0777e+10 9.7721e+17 5.4368e+07 1.7119e+01 1.6091e-02
3.8674e+04 1.6211e+03 1.0590e+10 9.7722e+17 5.4298e+07 1.7084e+01 1.6561e-02
3.9468e+04 1.4055e+03 1.0349e+10 9.7723e+17 5.4202e+07 1.7037e+01 1.7230e-02
4.0157e+04 1.3774e+03 1.0132e+10 9.7724e+17 5.4115e+07 1.6994e+01 1.7865e-02
4.0832e+04 1.3499e+03 9.9485e+09 9.7724e+17 5.4041e+07 1.6957e+01 1.8425e-02
4.2142e+04 1.2964e+03 9.6120e+09 9.7726e+17 5.3901e+07 1.6888e+01 1.9537e-02
4.3399e+04 1.2451e+03 9.3092e+09 9.7727e+17 5.3771e+07 1.6823e+01 2.0638e-02
4.4864e+04 1.7083e+03 9.0327e+09 9.7728e+17 5.3650e+07 1.6764e+01 2.1724e-02
4.5701e+04 1.6741e+03 8.8540e+09 9.7729e+17 5.3568e+07 1.6724e+01 2.2495e-02
4.6521e+04 1.6406e+03 8.6840e+09 9.7730e+17 5.3490e+07 1.6685e+01 2.3263e-02
4.8113e+04 1.5756e+03 8.3708e+09 9.7731e+17 5.3342e+07 1.6612e+01 2.4794e-02
4.8885e+04 1.5441e+03 8.2265e+09 9.7732e+17 5.3273e+07 1.6578e+01 2.5555e-02
5.0383e+04 1.4830e+03 7.9599e+09 9.7733e+17 5.3141e+07 1.6514e+01 2.7068e-02
5.1822e+04 1.4243e+03 7.7190e+09 9.7734e+17 5.3018e+07 1.6453e+01 2.8564e-02
5.3204e+04 1.3679e+03 7.5007e+09 9.7735e+17 5.2904e+07 1.6398e+01 3.0043e-02
5.4531e+04 1.3137e+03 7.3019e+09 9.7736e+17 5.2798e+07 1.6346e+01 3.1500e-02
5.5805e+04 1.2617e+03 7.1203e+09 9.7737e+17 5.2698e+07 1.6297e+01 3.1739e-02
5.7877e+04 1.6964e+03 6.8744e+09 9.7738e+17 5.2560e+07 1.6230e+01 3.1739e-02
5.8709e+04 1.6625e+03 6.7691e+09 9.7739e+17 5.2499e+07 1.6200e+01 3.1739e-02
6.0322e+04 1.5966e+03 6.5718e+09 9.7740e+17 5.2383e+07 1.6143e+01 3.1739e-02
6.1871e+04 1.5334e+03 6.3921e+09 9.7741e+17 5.2274e+07 1.6090e+01 3.1739e-02
6.4080e+04 1.4432e+03 6.1516e+09 9.7742e+17 5.2124e+07 1.6018e+01 3.1739e-02
6.5480e+04 1.3861e+03 6.0080e+09 9.7743e+17 5.2032e+07 1.5973e+01 3.1739e-02
6.6825e+04 1.3312e+03 5.8760e+09 9.7744e+17 5.1946e+07 1.5931e+01 3.1739e-02
6.8743e+04 1.2529e+03 5.6972e+09 9.7745e+17 5.1826e+07 1.5874e+01 3.1739e-02
7.1059e+04 1.6846e+03 5.5163e+09 9.7746e+17 5.1702e+07 1.5813e+01 3.1739e-02
7.2693e+04 1.6179e+03 5.3808e+09 9.7747e+17 5.1606e+07 1.5767e+01 3.1739e-02
7.4263e+04 1.5538e+03 5.2563e+09 9.7748e+17 5.1516e+07 1.5724e+01 3.1739e-02
7.6502e+04 1.4624e+03 5.0881e+09 9.7749e+17 5.1391e+07 1.5664e+01 3.1739e-02
7.8609e+04 1.3764e+03 4.9390e+09 9.7750e+17 5.1277e+07 1.5609e+01 3.1739e-02
8.0592e+04 1.2955e+03 4.8061e+09 9.7751e+17 5.1173e+07 1.5559e+01 3.1739e-02
8.2458e+04 1.2193e+03 4.6872e+09 9.7752e+17 5.1078e+07 1.5513e+01 3.1739e-02
8.4968e+04 1.6394e+03 4.5509e+09 9.7753e+17 5.0966e+07 1.5460e+01 3.1739e-02
8.7330e+04 1.5430e+03 4.4160e+09 9.7754e+17 5.0852e+07 1.5405e+01 3.1739e-02
8.9553e+04 1.4523e+03 4.2958e+09 9.7755e+17 5.0748e+07 1.5356e+01 3.1739e-02
9.1646e+04 1.3669e+03 4.1882e+09 9.7756e+17 5.0653e+07 1.5310e+01 3.1739e-02
9.4245e+04 1.2608e+03 4.0616e+09 9.7757e+17 5.0537e+07 1.5255e+01 3.1739e-02
9.6316e+04 1.6952e+03 3.9771e+09 9.7758e+17 5.0459e+07 1.5218e+01 3.1739e-02
9.8759e+04 1.5955e+03 3.8701e+09 9.7759e+17 5.0357e+07 1.5169e+01 3.1739e-02
1.0179e+05 1.4716e+03 3.7436e+09 9.7760e+17 5.0233e+07 1.5110e+01 3.1739e-02
1.0459e+05 1.3574e+03 3.6321e+09 9.7761e+17 5.0120e+07 1.5058e+01 3.1739e-02
1.0717e+05 1.2520e+03 3.5322e+09 9.7762e+17 5.0015e+07 1.5014e+01 3.1739e-02
1.1031e+05 1.6497e+03 3.4222e+09 9.7763e+17 4.9895e+07 1.4969e+01 3.1739e-02
1.1269e+05 1.5527e+03 3.3319e+09 9.7764e+17 4.9793e+07 1.4936e+01 3.1739e-02
1.1564e+05 1.4322e+03 3.2221e+09 9.7765e+17 4.9664e+07 1.4898e+01 3.1739e-02
1.1901e+05 1.2946e+03 3.1034e+09 9.7766e+17 4.9520e+07 1.4856e+01 3.1739e-02
1.2173e+05 1.7058e+03 3.0219e+09 9.7767e+17 4.9419e+07 1.4826e+01 3.1739e-02
1.2498e+05 1.5734e+03 2.9216e+09 9.7768e+17 4.9290e+07 1.4787e+01 3.1739e-02
1.2868e+05 1.4222e+03 2.8137e+09 9.7769e+17 4.9147e+07 1.4744e+01 3.1739e-02
1.3139e+05 1.3118e+03 2.7391e+09 9.7770e+17 4.9046e+07 1.4714e+01 3.1739e-02
1.3556e+05 1.6601e+03 2.6368e+09 9.7771e+17 4.8903e+07 1.4671e+01 3.1739e-02
1.3871e+05 1.5312e+03 2.5594e+09 9.7771e+17 4.8791e+07 1.4637e+01 3.1739e-02
1.4232e+05 1.3841e+03 2.4758e+09 9.7772e+17 4.8666e+07 1.4600e+01 3.1739e-02
1.4585e+05 1.2497e+03 2.4044e+09 9.7773e+17 4.8557e+07 1.4567e+01 3.1739e-02
1.4979e+05 1.6138e+03 2.3225e+09 9.7774e+17 4.8428e+07 1.4528e+01 3.1739e-02
1.5358e+05 1.4588e+03 2.2483e+09 9.7775e+17 4.8308e+07 1.4492e+01 3.1739e-02
1.5825e+05 1.3196e+03 2.1635e+09 9.7776e+17 4.8165e+07 1.4450e+01 3.1739e-02
1.6246e+05 1.4239e+03 2.0972e+09 9.7777e+17 4.8051e+07 1.4415e+01 3.1739e-02
1.6655e+05 1.4367e+03 2.0282e+09 9.7778e+17 4.7928e+07 1.4378e+01 3.1739e-02
1.7108e+05 1.5318e+03 1.9644e+09 9.7779e+17 4.7812e+07 1.4343e+01 3.1739e-02
1.7548e+05 1.5462e+03 1.8983e+09 9.7780e+17 4.7686e+07 1.4306e+01 3.1739e-02
1.8036e+05 1.6502e+03 1.8373e+09 9.7780e+17 4.7568e+07 1.4270e+01 3.1739e-02
1.8427e+05 1.7010e+03 1.7880e+09 9.7781e+17 4.7470e+07 1.4241e+01 3.1739e-02
1.8916e+05 1.7189e+03 1.7259e+09 9.7782e+17 4.7341e+07 1.4202e+01 3.1739e-02
1.9420e+05 1.7703e+03 1.6697e+09 9.7783e+17 4.7222e+07 1.4167e+01 3.1739e-02
1.9930e+05 1.8376e+03 1.6155e+09 9.7784e+17 4.7103e+07 1.4131e+01 3.1739e-02
2.0450e+05 1.7926e+03 1.5626e+09 9.7784e+17 4.6984e+07 1.4095e+01 3.1739e-02
2.1018e+05 1.9215e+03 1.5122e+09 9.7785e+17 4.6868e+07 1.4060e+01 3.1739e-02
2.1571e+05 1.9398e+03 1.4600e+09 9.7786e+17 4.6743e+07 1.4023e+01 3.1739e-02
2.2183e+05 2.0704e+03 1.4118e+09 9.7787e+17 4.6624e+07 1.3987e+01 3.1739e-02
2.2778e+05 2.0916e+03 1.3620e+09 9.7788e+17 4.6497e+07 1.3949e+01 3.1739e-02
2.3438e+05 2.2352e+03 1.3161e+09 9.7789e+17 4.6377e+07 1.3913e+01 3.1739e-02
2.3968e+05 2.3061e+03 1.2790e+09 9.7789e+17 4.6277e+07 1.3883e+01 3.1739e-02
2.4631e+05 2.3324e+03 1.2325e+09 9.7790e+17 4.6146e+07 1.3844e+01 3.1739e-02
2.5199e+05 2.4080e+03 1.1971e+09 9.7791e+17 4.6045e+07 1.3813e+01 3.1739e-02
2.5959e+05 3.4647e+03 1.1549e+09 9.7792e+17 4.5921e+07 1.3776e+01 3.1739e-02
2.6537e+05 3.6556e+03 1.1230e+09 9.7793e+17 4.5824e+07 1.3747e+01 3.1739e-02
2.7263e+05 3.7166e+03 1.0846e+09 9.7793e+17 4.5704e+07 1.3711e+01 3.1739e-02
2.8018e+05 3.8860e+03 1.0474e+09 9.7794e+17 4.5584e+07 1.3675e+01 3.1739e-02
2.8803e+05 4.0705e+03 1.0110e+09 9.7795e+17 4.5462e+07 1.3639e+01 3.1739e-02
2.9616e+05 4.2255e+03 9.7547e+08 9.7796e+17 4.5340e+07 1.3602e+01 3.1739e-02
3.0234e+05 3.0891e+03 9.4743e+08 9.7796e+17 4.5241e+07 1.3572e+01 3.1739e-02
3.1090e+05 3.2109e+03 9.1401e+08 9.7797e+17 4.5119e+07 1.3536e+01 3.1739e-02
3.2042e+05 4.6910e+03 8.8155e+08 9.7798e+17 4.4996e+07 1.3499e+01 3.1739e-02
3.2780e+05 4.7232e+03 8.5589e+08 9.7799e+17 4.4897e+07 1.3469e+01 3.1739e-02
3.3684e+05 4.2555e+03 8.2540e+08 9.7799e+17 4.4775e+07 1.3432e+01 3.1739e-02
3.4431e+05 3.9251e+03 8.0197e+08 9.7800e+17 4.4677e+07 1.3403e+01 3.1739e-02
3.5355e+05 3.5480e+03 7.7423e+08 9.7801e+17 4.4559e+07 1.3368e+01 3.1739e-02
3.6321e+05 4.3895e+03 7.4844e+08 9.7801e+17 4.4448e+07 1.3334e+01 3.1739e-02
3.7354e+05 3.9678e+03 7.2131e+08 9.7802e+17 4.4324e+07 1.3297e+01 3.1739e-02
3.8288e+05 3.5866e+03 6.9797e+08 9.7803e+17 4.4215e+07 1.3265e+01 3.1739e-02
3.9402e+05 4.5126e+03 6.7346e+08 9.7804e+17 4.4097e+07 1.3229e+01 3.1739e-02
4.0260e+05 4.1623e+03 6.5437e+08 9.7804e+17 4.4002e+07 1.3201e+01 3.1739e-02
4.1321e+05 5.3748e+03 6.3367e+08 9.7805e+17 4.3897e+07 1.3169e+01 3.1739e-02
4.2431e+05 4.8584e+03 6.1168e+08 9.7806e+17 4.3781e+07 1.3134e+01 3.1739e-02
4.3575e+05 4.3916e+03 5.9033e+08 9.7806e+17 4.3666e+07 1.3100e+01 3.1739e-02
4.4782e+05 5.6710e+03 5.7063e+08 9.7807e+17 4.3556e+07 1.3067e+01 3.1739e-02
4.6033e+05 5.1261e+03 5.5003e+08 9.7808e+17 4.3436e+07 1.3031e+01 3.1739e-02
4.7240e+05 4.6336e+03 5.3129e+08 9.7808e+17 4.3325e+07 1.2997e+01 3.1739e-02
4.8308e+05 6.1055e+03 5.1696e+08 9.7809e+17 4.3237e+07 1.2971e+01 3.1739e-02
4.9656e+05 5.5189e+03 4.9829e+08 9.7809e+17 4.3119e+07 1.2936e+01 3.1739e-02
5.0955e+05 4.9887e+03 4.8131e+08 9.7810e+17 4.3008e+07 1.2902e+01 3.1739e-02
5.2431e+05 6.4420e+03 4.6441e+08 9.7811e+17 4.2894e+07 1.2868e+01 3.1739e-02
5.3657e+05 5.9419e+03 4.5030e+08 9.7811e+17 4.2796e+07 1.2839e+01 3.1739e-02
5.5055e+05 5.3710e+03 4.3498e+08 9.7812e+17 4.2687e+07 1.2806e+01 3.1739e-02
5.6645e+05 6.9356e+03 4.1973e+08 9.7813e+17 4.2574e+07 1.2772e+01 3.1739e-02
5.7964e+05 6.3972e+03 4.0699e+08 9.7813e+17 4.2477e+07 1.2743e+01 3.1739e-02
5.9594e+05 8.2608e+03 3.9315e+08 9.7814e+17 4.2369e+07 1.2711e+01 3.1739e-02
6.1300e+05 7.4671e+03 3.7850e+08 9.7815e+17 4.2250e+07 1.2675e+01 3.1739e-02
6.2720e+05 6.8874e+03 3.6699e+08 9.7815e+17 4.2153e+07 1.2646e+01 3.1739e-02
6.4478e+05 6.2257e+03 3.5366e+08 9.7816e+17 4.2038e+07 1.2611e+01 3.1739e-02
6.6320e+05 8.0393e+03 3.4125e+08 9.7816e+17 4.1928e+07 1.2578e+01 3.1739e-02
6.7849e+05 7.4152e+03 3.3096e+08 9.7817e+17 4.1833e+07 1.2550e+01 3.1739e-02
