# All quantities actual values (not log10) 
#
# time(s)    dt(s)      dE(erg)  E(erg/g/s)    T(K)    rho(g/cm^3) 2/Rmax(s)
2.8412e+16 7.9032e+12 4.4336e+01 1.1201e+18 2.0000e+07 2.0000e+01 1.8697e+02
3.0285e+16 6.5511e+12 4.4332e+01 1.2031e+18 2.0000e+07 2.0000e+01 1.8697e+02
3.2280e+16 1.1694e+13 4.4201e+01 1.2915e+18 2.0000e+07 2.0000e+01 1.8697e+02
3.4408e+16 1.5311e+13 4.3926e+01 1.3852e+18 2.0000e+07 2.0000e+01 1.8697e+02
3.6678e+16 1.4353e+13 4.3499e+01 1.4845e+18 2.0000e+07 2.0000e+01 1.8697e+02
3.9093e+16 1.4543e+13 4.2910e+01 1.5889e+18 2.0000e+07 2.0000e+01 1.8697e+02
4.1670e+16 2.0312e+13 4.2156e+01 1.6985e+18 2.0000e+07 2.0000e+01 1.8697e+02
4.4418e+16 1.8419e+13 4.1235e+01 1.8131e+18 2.0000e+07 2.0000e+01 1.8697e+02
4.7354e+16 2.6254e+13 4.0143e+01 1.9326e+18 2.0000e+07 2.0000e+01 1.8697e+02
5.0470e+16 2.7810e+13 3.8894e+01 2.0557e+18 2.0000e+07 2.0000e+01 1.8697e+02
5.3793e+16 2.4964e+13 3.7489e+01 2.1826e+18 2.0000e+07 2.0000e+01 1.8697e+02
5.7340e+16 8.0432e+12 3.5933e+01 2.3129e+18 2.0000e+07 2.0000e+01 1.8697e+02
6.1123e+16 8.1952e+12 3.4245e+01 2.4456e+18 2.0000e+07 2.0000e+01 1.8697e+02
6.5149e+16 9.3287e+12 3.2442e+01 2.5798e+18 2.0000e+07 2.0000e+01 1.8697e+02
6.9442e+16 1.8007e+13 3.0540e+01 2.7150e+18 2.0000e+07 2.0000e+01 1.8697e+02
7.4021e+16 1.3723e+13 2.8559e+01 2.8503e+18 2.0000e+07 2.0000e+01 1.8697e+02
7.8903e+16 1.0995e+13 2.6522e+01 2.9847e+18 2.0000e+07 2.0000e+01 1.8697e+02
8.4104e+16 1.4551e+13 2.4455e+01 3.1172e+18 2.0000e+07 2.0000e+01 1.8697e+02
8.9648e+16 1.4956e+13 2.2380e+01 3.2470e+18 2.0000e+07 2.0000e+01 1.8697e+02
9.5556e+16 1.2413e+13 2.0320e+01 3.3730e+18 2.0000e+07 2.0000e+01 1.8697e+02
1.0186e+17 1.8868e+13 1.8297e+01 3.4946e+18 2.0000e+07 2.0000e+01 1.8697e+02
1.0857e+17 1.6933e+13 1.6334e+01 3.6107e+18 2.0000e+07 2.0000e+01 1.8697e+02
1.1573e+17 1.6310e+13 1.4450e+01 3.7207e+18 2.0000e+07 2.0000e+01 1.8697e+02
1.2335e+17 1.5759e+13 1.2661e+01 3.8240e+18 2.0000e+07 2.0000e+01 1.8697e+02
1.3149e+17 1.5875e+13 1.0982e+01 3.9200e+18 2.0000e+07 2.0000e+01 1.8697e+02
1.4015e+17 1.9326e+13 9.4258e+00 4.0082e+18 2.0000e+07 2.0000e+01 1.8697e+02
1.4939e+17 1.8873e+13 7.9992e+00 4.0885e+18 2.0000e+07 2.0000e+01 1.8697e+02
1.5925e+17 2.1903e+13 6.7081e+00 4.1608e+18 2.0000e+07 2.0000e+01 1.8697e+02
1.6974e+17 2.1762e+13 5.5556e+00 4.2250e+18 2.0000e+07 2.0000e+01 1.8697e+02
1.8094e+17 2.8664e+13 4.5397e+00 4.2813e+18 2.0000e+07 2.0000e+01 1.8697e+02
1.9287e+17 3.0487e+13 3.6579e+00 4.3300e+18 2.0000e+07 2.0000e+01 1.8697e+02
2.0558e+17 2.1099e+13 2.9039e+00 4.3715e+18 2.0000e+07 2.0000e+01 1.8697e+02
2.1913e+17 3.9420e+13 2.2689e+00 4.4064e+18 2.0000e+07 2.0000e+01 1.8697e+02
2.3358e+17 2.5729e+13 1.7428e+00 4.4352e+18 2.0000e+07 2.0000e+01 1.8697e+02
2.4897e+17 4.8528e+13 1.3155e+00 4.4586e+18 2.0000e+07 2.0000e+01 1.8697e+02
2.6539e+17 5.4604e+13 9.7375e-01 4.4772e+18 2.0000e+07 2.0000e+01 1.8697e+02
2.8290e+17 7.5966e+13 7.0631e-01 4.4918e+18 2.0000e+07 2.0000e+01 1.8697e+02
3.0153e+17 8.3571e+13 5.0173e-01 4.5030e+18 2.0000e+07 2.0000e+01 1.8697e+02
3.2139e+17 1.0148e+14 3.4827e-01 4.5113e+18 2.0000e+07 2.0000e+01 1.8697e+02
3.4264e+17 1.2107e+14 2.3564e-01 4.5174e+18 2.0000e+07 2.0000e+01 1.8697e+02
3.6519e+17 1.6352e+14 1.5558e-01 4.5218e+18 2.0000e+07 2.0000e+01 1.8697e+02
3.8927e+17 1.7168e+14 9.9847e-02 4.5248e+18 2.0000e+07 2.0000e+01 1.8697e+02
4.1493e+17 2.3931e+14 6.2250e-02 4.5268e+18 2.0000e+07 2.0000e+01 1.8697e+02
4.4224e+17 3.8207e+14 3.7643e-02 4.5282e+18 2.0000e+07 2.0000e+01 1.8697e+02
4.7155e+17 3.8348e+14 2.1915e-02 4.5290e+18 2.0000e+07 2.0000e+01 1.8697e+02
5.0265e+17 5.2263e+14 1.2349e-02 4.5295e+18 2.0000e+07 2.0000e+01 1.8697e+02
5.3612e+17 8.6784e+14 6.6778e-03 4.5298e+18 2.0000e+07 2.0000e+01 1.8697e+02
5.7126e+17 1.2912e+15 3.4873e-03 4.5300e+18 2.0000e+07 2.0000e+01 1.8697e+02
6.0923e+17 1.5822e+15 1.7406e-03 4.5301e+18 2.0000e+07 2.0000e+01 1.8697e+02
6.4971e+17 2.1615e+15 8.1975e-04 4.5302e+18 2.0000e+07 2.0000e+01 1.8697e+02
6.9366e+17 2.9382e+15 3.6890e-04 4.5302e+18 2.0000e+07 2.0000e+01 1.8697e+02
7.3789e+17 3.7428e+15 1.6073e-04 4.5302e+18 2.0000e+07 2.0000e+01 1.8697e+02
7.8688e+17 5.2839e+15 6.4949e-05 4.5302e+18 2.0000e+07 2.0000e+01 1.8697e+02
8.3837e+17 1.2335e+16 2.5837e-05 4.5302e+18 2.0000e+07 2.0000e+01 1.8697e+02
8.9958e+17 1.4992e+16 8.1357e-06 4.5302e+18 2.0000e+07 2.0000e+01 1.8697e+02
9.5541e+17 3.2311e+16 3.0910e-06 4.5302e+18 2.0000e+07 2.0000e+01 1.8697e+02
1.0225e+18 5.8231e+16 9.6612e-07 4.5302e+18 2.0000e+07 2.0000e+01 1.8697e+02
1.1204e+18 1.1413e+17 1.4859e-07 4.5302e+18 2.0000e+07 2.0000e+01 1.8697e+02
1.2002e+18 1.5979e+17 4.0079e-08 4.5302e+18 2.0000e+07 2.0000e+01 1.8697e+02
1.3203e+18 2.4005e+17 4.9075e-09 4.5302e+18 2.0000e+07 2.0000e+01 1.8697e+02
1.4523e+18 2.6405e+17 -2.8291e-10 4.5302e+18 2.0000e+07 2.0000e+01 1.8697e+02
1.4523e+18 2.1408e+05 1.1703e+02 4.5302e+18 2.0000e+07 2.0000e+01 1.8697e+02
1.5074e+18 5.5117e+16 6.9577e-11 4.5302e+18 2.0000e+07 2.0000e+01 1.8697e+02
1.6728e+18 2.2047e+17 6.8452e-12 4.5302e+18 2.0000e+07 2.0000e+01 1.8697e+02
1.8401e+18 3.3456e+17 -5.4026e-14 4.5302e+18 2.0000e+07 2.0000e+01 1.8697e+02
1.8401e+18 6.9373e+08 9.1928e-04 4.5302e+18 2.0000e+07 2.0000e+01 1.8697e+02
1.9559e+18 1.1579e+17 3.7153e-12 4.5302e+18 2.0000e+07 2.0000e+01 1.8697e+02
2.0717e+18 2.3157e+17 8.1543e-13 4.5302e+18 2.0000e+07 2.0000e+01 1.8697e+02
2.2788e+18 4.1433e+17 -2.3609e-14 4.5302e+18 2.0000e+07 2.0000e+01 1.8697e+02
2.3599e+18 8.1052e+16 2.8991e-12 4.5302e+18 2.0000e+07 2.0000e+01 1.8697e+02
2.6030e+18 3.2421e+17 7.6085e-14 4.5302e+18 2.0000e+07 2.0000e+01 1.8697e+02
2.8633e+18 5.2061e+17 -1.5113e-14 4.5302e+18 2.0000e+07 2.0000e+01 1.8697e+02
2.8633e+18 1.0795e+09 5.7106e-04 4.5302e+18 2.0000e+07 2.0000e+01 1.8697e+02
3.0354e+18 1.7204e+17 5.7352e-13 4.5302e+18 2.0000e+07 2.0000e+01 1.8697e+02
3.2074e+18 3.4408e+17 4.5115e-14 4.5302e+18 2.0000e+07 2.0000e+01 1.8697e+02
