-3.910 -5.238  0.454  4.364 0.000 73.476 1.000 -2.400e+01 -1.496e-01 -5.591e-01 -2.517e+00 -4.436e+00 -1.695e+01 -2.957e+00 -5.359e+00 -1.954e+01 -2.017e+00 -5.305e+00 -4.662e+00 -2.049e+01 -2.368e+01 -1.498e+01 -2.806e+00
-3.820 -4.820  0.544  4.364 0.000 73.476 1.000 -2.400e+01 -1.496e-01 -5.591e-01 -2.517e+00 -4.436e+00 -1.686e+01 -2.957e+00 -5.359e+00 -1.945e+01 -2.017e+00 -5.305e+00 -4.662e+00 -2.040e+01 -2.360e+01 -1.498e+01 -2.806e+00
-3.730 -5.212  0.634  4.364 0.000 73.476 1.000 -2.400e+01 -1.496e-01 -5.591e-01 -2.517e+00 -4.436e+00 -1.677e+01 -2.957e+00 -5.359e+00 -1.936e+01 -2.017e+00 -5.305e+00 -4.662e+00 -2.031e+01 -2.351e+01 -1.498e+01 -2.806e+00
-3.640 -5.096  0.724  4.364 0.000 73.476 1.000 -2.400e+01 -1.496e-01 -5.591e-01 -2.517e+00 -4.436e+00 -1.668e+01 -2.957e+00 -5.359e+00 -1.927e+01 -2.017e+00 -5.305e+00 -4.662e+00 -2.022e+01 -2.342e+01 -1.498e+01 -2.806e+00
-3.550 -5.170  0.814  4.364 0.000 73.476 1.000 -2.400e+01 -1.496e-01 -5.591e-01 -2.517e+00 -4.436e+00 -1.659e+01 -2.957e+00 -5.359e+00 -1.918e+01 -2.017e+00 -5.305e+00 -4.662e+00 -2.013e+01 -2.333e+01 -1.498e+01 -2.806e+00
-3.460 -4.460  0.904  4.364 0.000 73.476 1.000 -2.400e+01 -1.496e-01 -5.591e-01 -2.517e+00 -4.436e+00 -1.650e+01 -2.957e+00 -5.359e+00 -1.909e+01 -2.017e+00 -5.305e+00 -4.662e+00 -2.004e+01 -2.324e+01 -1.498e+01 -2.806e+00
-3.370 -4.852  0.994  4.364 0.000 73.476 1.000 -2.400e+01 -1.496e-01 -5.591e-01 -2.517e+00 -4.436e+00 -1.641e+01 -2.957e+00 -5.359e+00 -1.900e+01 -2.017e+00 -5.305e+00 -4.662e+00 -1.995e+01 -2.315e+01 -1.498e+01 -2.806e+00
-3.280 -4.736  1.084  4.364 0.000 73.476 1.000 -2.400e+01 -1.496e-01 -5.591e-01 -2.517e+00 -4.436e+00 -1.632e+01 -2.957e+00 -5.359e+00 -1.891e+01 -2.017e+00 -5.305e+00 -4.662e+00 -1.986e+01 -2.306e+01 -1.498e+01 -2.806e+00
-3.190 -4.810  1.174  4.364 0.000 73.476 1.000 -2.400e+01 -1.496e-01 -5.591e-01 -2.517e+00 -4.436e+00 -1.623e+01 -2.957e+00 -5.359e+00 -1.882e+01 -2.017e+00 -5.305e+00 -4.662e+00 -1.977e+01 -2.297e+01 -1.498e+01 -2.806e+00
-3.100 -4.100  1.264  4.364 0.000 73.476 1.000 -2.400e+01 -1.496e-01 -5.591e-01 -2.517e+00 -4.436e+00 -1.614e+01 -2.957e+00 -5.359e+00 -1.873e+01 -2.017e+00 -5.305e+00 -4.662e+00 -1.968e+01 -2.288e+01 -1.498e+01 -2.806e+00
-3.010 -4.492  1.354  4.364 0.000 73.476 1.000 -2.400e+01 -1.496e-01 -5.591e-01 -2.517e+00 -4.436e+00 -1.605e+01 -2.957e+00 -5.359e+00 -1.864e+01 -2.017e+00 -5.305e+00 -4.662e+00 -1.959e+01 -2.279e+01 -1.498e+01 -2.806e+00
-2.920 -4.376  1.444  4.364 0.000 73.476 1.000 -2.400e+01 -1.496e-01 -5.591e-01 -2.517e+00 -4.436e+00 -1.596e+01 -2.957e+00 -5.359e+00 -1.855e+01 -2.017e+00 -5.305e+00 -4.662e+00 -1.950e+01 -2.270e+01 -1.498e+01 -2.806e+00
-2.830 -4.450  1.534  4.364 0.000 73.476 1.000 -2.400e+01 -1.496e-01 -5.591e-01 -2.517e+00 -4.436e+00 -1.587e+01 -2.957e+00 -5.359e+00 -1.846e+01 -2.017e+00 -5.305e+00 -4.662e+00 -1.941e+01 -2.262e+01 -1.498e+01 -2.806e+00
-2.740 -3.740  1.624  4.364 0.000 73.476 1.000 -2.400e+01 -1.496e-01 -5.591e-01 -2.517e+00 -4.436e+00 -1.578e+01 -2.957e+00 -5.359e+00 -1.837e+01 -2.017e+00 -5.305e+00 -4.662e+00 -1.932e+01 -2.253e+01 -1.498e+01 -2.806e+00
-2.650 -4.132  1.714  4.364 0.000 73.476 1.000 -2.400e+01 -1.496e-01 -5.591e-01 -2.517e+00 -4.436e+00 -1.569e+01 -2.957e+00 -5.359e+00 -1.828e+01 -2.017e+00 -5.305e+00 -4.662e+00 -1.923e+01 -2.244e+01 -1.498e+01 -2.806e+00
-2.560 -4.016  1.804  4.364 0.000 73.476 1.000 -2.400e+01 -1.496e-01 -5.591e-01 -2.517e+00 -4.436e+00 -1.560e+01 -2.957e+00 -5.359e+00 -1.819e+01 -2.017e+00 -5.305e+00 -4.662e+00 -1.914e+01 -2.235e+01 -1.498e+01 -2.806e+00
-2.470 -4.090  1.894  4.364 0.000 73.476 1.000 -2.400e+01 -1.496e-01 -5.591e-01 -2.517e+00 -4.436e+00 -1.551e+01 -2.957e+00 -5.359e+00 -1.810e+01 -2.017e+00 -5.305e+00 -4.662e+00 -1.905e+01 -2.226e+01 -1.498e+01 -2.806e+00
-2.380 -3.380  1.984  4.364 0.000 73.476 1.000 -2.400e+01 -1.496e-01 -5.591e-01 -2.517e+00 -4.436e+00 -1.542e+01 -2.957e+00 -5.359e+00 -1.801e+01 -2.017e+00 -5.305e+00 -4.662e+00 -1.896e+01 -2.217e+01 -1.498e+01 -2.806e+00
-2.290 -3.772  2.074  4.364 0.000 73.476 1.000 -2.400e+01 -1.496e-01 -5.591e-01 -2.517e+00 -4.436e+00 -1.533e+01 -2.957e+00 -5.359e+00 -1.792e+01 -2.017e+00 -5.305e+00 -4.662e+00 -1.887e+01 -2.208e+01 -1.498e+01 -2.806e+00
-2.200 -3.656  2.164  4.364 0.000 73.476 1.000 -2.400e+01 -1.496e-01 -5.591e-01 -2.517e+00 -4.436e+00 -1.524e+01 -2.957e+00 -5.359e+00 -1.783e+01 -2.017e+00 -5.305e+00 -4.662e+00 -1.878e+01 -2.199e+01 -1.498e+01 -2.806e+00
-2.110 -3.730  2.254  4.364 0.000 73.476 1.000 -2.400e+01 -1.496e-01 -5.591e-01 -2.517e+00 -4.436e+00 -1.515e+01 -2.957e+00 -5.359e+00 -1.774e+01 -2.017e+00 -5.305e+00 -4.662e+00 -1.869e+01 -2.190e+01 -1.498e+01 -2.806e+00
-2.020 -3.020  2.344  4.364 0.000 73.476 1.000 -2.400e+01 -1.496e-01 -5.591e-01 -2.517e+00 -4.436e+00 -1.506e+01 -2.957e+00 -5.359e+00 -1.765e+01 -2.017e+00 -5.305e+00 -4.662e+00 -1.860e+01 -2.181e+01 -1.498e+01 -2.806e+00
-1.930 -3.412  2.434  4.364 0.000 73.476 1.000 -2.400e+01 -1.496e-01 -5.591e-01 -2.517e+00 -4.436e+00 -1.497e+01 -2.957e+00 -5.359e+00 -1.756e+01 -2.017e+00 -5.305e+00 -4.662e+00 -1.851e+01 -2.172e+01 -1.498e+01 -2.806e+00
-1.840 -3.296  2.524  4.364 0.000 73.476 1.000 -2.400e+01 -1.496e-01 -5.591e-01 -2.517e+00 -4.436e+00 -1.488e+01 -2.957e+00 -5.359e+00 -1.747e+01 -2.017e+00 -5.305e+00 -4.662e+00 -1.842e+01 -2.163e+01 -1.498e+01 -2.806e+00
-1.750 -3.370  2.614  4.365 0.000 73.476 1.000 -2.400e+01 -1.496e-01 -5.591e-01 -2.517e+00 -4.436e+00 -1.479e+01 -2.957e+00 -5.359e+00 -1.738e+01 -2.017e+00 -5.305e+00 -4.662e+00 -1.833e+01 -2.154e+01 -1.498e+01 -2.806e+00
-1.660 -2.660  2.704  4.365 0.000 73.476 1.000 -2.400e+01 -1.496e-01 -5.591e-01 -2.517e+00 -4.436e+00 -1.470e+01 -2.957e+00 -5.359e+00 -1.729e+01 -2.017e+00 -5.305e+00 -4.662e+00 -1.824e+01 -2.145e+01 -1.498e+01 -2.806e+00
-1.570 -3.052  2.794  4.365 0.000 73.476 1.000 -2.400e+01 -1.496e-01 -5.591e-01 -2.517e+00 -4.436e+00 -1.461e+01 -2.957e+00 -5.359e+00 -1.720e+01 -2.017e+00 -5.305e+00 -4.662e+00 -1.815e+01 -2.136e+01 -1.498e+01 -2.806e+00
-1.480 -2.936  2.884  4.365 0.000 73.476 1.000 -2.400e+01 -1.496e-01 -5.591e-01 -2.517e+00 -4.436e+00 -1.452e+01 -2.957e+00 -5.359e+00 -1.711e+01 -2.017e+00 -5.305e+00 -4.662e+00 -1.806e+01 -2.127e+01 -1.498e+01 -2.806e+00
-1.390 -3.010  2.975  4.365 0.000 73.476 1.000 -2.400e+01 -1.496e-01 -5.591e-01 -2.517e+00 -4.436e+00 -1.443e+01 -2.957e+00 -5.359e+00 -1.702e+01 -2.017e+00 -5.305e+00 -4.662e+00 -1.797e+01 -2.118e+01 -1.498e+01 -2.806e+00
-1.300 -2.300  3.065  4.365 0.000 73.476 1.000 -2.400e+01 -1.496e-01 -5.591e-01 -2.517e+00 -4.436e+00 -1.434e+01 -2.957e+00 -5.359e+00 -1.693e+01 -2.017e+00 -5.305e+00 -4.662e+00 -1.788e+01 -2.109e+01 -1.498e+01 -2.806e+00
-1.210 -2.692  3.155  4.365 0.000 73.476 1.000 -2.400e+01 -1.496e-01 -5.591e-01 -2.517e+00 -4.436e+00 -1.425e+01 -2.957e+00 -5.359e+00 -1.684e+01 -2.017e+00 -5.305e+00 -4.662e+00 -1.779e+01 -2.100e+01 -1.498e+01 -2.806e+00
-1.120 -2.576  3.245  4.365 0.000 73.476 1.000 -2.400e+01 -1.496e-01 -5.591e-01 -2.517e+00 -4.436e+00 -1.416e+01 -2.957e+00 -5.359e+00 -1.675e+01 -2.017e+00 -5.305e+00 -4.662e+00 -1.770e+01 -2.091e+01 -1.498e+01 -2.806e+00
-1.030 -2.650  3.335  4.365 0.000 73.476 1.000 -2.400e+01 -1.496e-01 -5.591e-01 -2.517e+00 -4.436e+00 -1.407e+01 -2.957e+00 -5.359e+00 -1.666e+01 -2.017e+00 -5.305e+00 -4.662e+00 -1.761e+01 -2.082e+01 -1.498e+01 -2.806e+00
